stage_number,stage_title,learning_card_code,card_index,card_title,card_objective,question_number,question_id,question_type,stem,correct_choice_id,correct_choice_text,correct_feedback,choice_1_id,choice_1_text,choice_1_is_correct,choice_1_feedback,choice_2_id,choice_2_text,choice_2_is_correct,choice_2_feedback,choice_3_id,choice_3_text,choice_3_is_correct,choice_3_feedback,choice_4_id,choice_4_text,choice_4_is_correct,choice_4_feedback,flags,suggested_action,priority,review_notes
4,Decision Room,4.2,21,Softmax,"Explain softmax as converting logits into a next-token probability distribution, not choosing the token or proving truth.",3,V02712-SOFTMAX-Q3,model-trace,Where does softmax sit between logits and sampling?,v02712-softmax-q3-correct,After logits and before the next-token choice.,"Insight strengthened. The sequence is raw scores, probabilities, then a selected token.",v02712-softmax-q3-correct,After logits and before the next-token choice.,True,"Insight strengthened. The sequence is raw scores, probabilities, then a selected token.",v02712-softmax-q3-2-tokenization,"Before tokenization, deciding how text becomes chunks.",False,Tokenization is earlier in the pipeline.,v02712-softmax-q3-3-response,"After the whole response is complete, judging style.",False,Softmax is used during next-token generation.,v02712-softmax-q3-4-rag,"During RAG, searching outside documents.",False,Retrieval is outside this probability step.,thin_wrong_feedback,review,medium,Expand short wrong-answer feedback so it explains the misconception boundary.
4,Decision Room,4.3,22,Sampling,"Explain sampling as choosing one next token from probabilities during inference, after softmax and before append/repeat.",1,V02712-SAMPLING-Q1,mechanism,Softmax creates probabilities for possible next tokens. What does sampling do next?,v02712-sampling-q1-correct,It selects one next token from that probability-shaped set.,Insight strengthened. Sampling is the choosing step after probabilities exist.,v02712-sampling-q1-correct,It selects one next token from that probability-shaped set.,True,Insight strengthened. Sampling is the choosing step after probabilities exist.,v02712-sampling-q1-2-softmax,It converts raw scores into probabilities.,False,"That is softmax, the step before sampling.",v02712-sampling-q1-3-truth,It checks whether the selected token is true.,False,Sampling chooses; it does not verify.,v02712-sampling-q1-4-training,It retrains the model on the chosen token.,False,Choosing a token during inference is not a weight update.,thin_wrong_feedback,review,medium,Expand short wrong-answer feedback so it explains the misconception boundary.
4,Decision Room,4.3,22,Sampling,"Explain sampling as choosing one next token from probabilities during inference, after softmax and before append/repeat.",2,V02712-SAMPLING-Q2,model-trace,"After sampling selects one token, what does the autoregressive loop do with it?",v02712-sampling-q2-correct,It appends the token to the response-so-far so the next run can see it.,Good trace. Generation grows one selected token at a time.,v02712-sampling-q2-correct,It appends the token to the response-so-far so the next run can see it.,True,Good trace. Generation grows one selected token at a time.,v02712-sampling-q2-2-context,It erases the prompt and starts from only the new token.,False,"The next run sees the current context, including the response so far.",v02712-sampling-q2-3-memory,It stores the token as permanent model memory.,False,"Appending to context is temporary, not durable memory.",v02712-sampling-q2-4-validation,It converts the token into a validation example.,False,"Validation examples are for testing during development, not generation.",,keep,low,
4,Decision Room,4.3,22,Sampling,"Explain sampling as choosing one next token from probabilities during inference, after softmax and before append/repeat.",3,V02712-SAMPLING-Q3,causal-consequence,Why can sampling make two runs with the same prompt produce different wording?,v02712-sampling-q3-correct,Sampling can choose among probable tokens instead of always taking one fixed path.,"Insight strengthened. Generation is probability-shaped, not a single scripted answer.",v02712-sampling-q3-correct,Sampling can choose among probable tokens instead of always taking one fixed path.,True,"Insight strengthened. Generation is probability-shaped, not a single scripted answer.",v02712-sampling-q3-2-training,The model necessarily trained itself between the two runs.,False,Different output does not imply a weight update.,v02712-sampling-q3-3-token-id,The tokenizer randomly changes every word into new IDs.,False,Tokenization is usually deterministic for the same text and tokenizer.,v02712-sampling-q3-4-memory,The context window stores secret alternatives forever.,False,Variation does not require permanent hidden memory.,possible_correct_answer_length_bias,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete.
4,Decision Room,4.3,22,Sampling,"Explain sampling as choosing one next token from probabilities during inference, after softmax and before append/repeat.",4,V02712-SAMPLING-Q4,misconception-check,A learner says sampling writes the whole answer at once. What boundary fixes that misconception?,v02712-sampling-q4-correct,Sampling chooses one next token; autoregression appends and repeats.,Good distinction. The whole response emerges from many next-token choices.,v02712-sampling-q4-correct,Sampling chooses one next token; autoregression appends and repeats.,True,Good distinction. The whole response emerges from many next-token choices.,v02712-sampling-q4-2-layer,Sampling replaces the layer stack with a finished paragraph.,False,Layers still produce scores before each token choice.,v02712-sampling-q4-3-retrieval,Sampling retrieves a complete answer from the web.,False,Retrieval is separate from token choice.,v02712-sampling-q4-4-weight-update,Sampling updates weights after every word.,False,Inference-time token choice is not training.,thin_wrong_feedback,review,medium,Expand short wrong-answer feedback so it explains the misconception boundary.
5,The Day Repeats,5.1,23,Autoregression,"Explain autoregression as next token, append to context, run again, while weights usually remain unchanged and context grows.",1,V02712-AUTOREGRESSION-Q1,model-trace,"In autoregression, a model writes ""The dog"" and then generates ""ran."" What does the next model run see?",v02712-autoregression-q1-correct,"The prompt plus the response so far, including the newly appended token.",Insight strengthened. Autoregression grows the visible context one token at a time.,v02712-autoregression-q1-correct,"The prompt plus the response so far, including the newly appended token.",True,Insight strengthened. Autoregression grows the visible context one token at a time.,v02712-autoregression-q1-2-response-token,"Only the original prompt, because generated tokens are ignored.",False,Generated tokens are appended into the next context.,v02712-autoregression-q1-3-weight-update,A permanently changed set of model weights.,False,"Appending to context is temporary, not training.",v02712-autoregression-q1-4-rag,A live search result for every new token.,False,Autoregression does not imply retrieval.,thin_wrong_feedback,review,medium,Expand short wrong-answer feedback so it explains the misconception boundary.
5,The Day Repeats,5.1,23,Autoregression,"Explain autoregression as next token, append to context, run again, while weights usually remain unchanged and context grows.",2,V02712-AUTOREGRESSION-Q2,boundary,Autoregression updates the response-so-far during inference. What usually does not change?,v02712-autoregression-q2-correct,The model weights.,"Good boundary. The context grows, but ordinary generation does not durably retrain the model.",v02712-autoregression-q2-correct,The model weights.,True,"Good boundary. The context grows, but ordinary generation does not durably retrain the model.",v02712-autoregression-q2-2-context,The temporary context visible to the next run.,False,That does change as tokens are appended.,v02712-autoregression-q2-3-response,The visible response text.,False,The visible response grows as tokens are generated.,v02712-autoregression-q2-4-logits,The next-token candidate scores.,False,Logits change from step to step as context changes.,thin_wrong_feedback,review,medium,Expand short wrong-answer feedback so it explains the misconception boundary.
5,The Day Repeats,5.1,23,Autoregression,"Explain autoregression as next token, append to context, run again, while weights usually remain unchanged and context grows.",3,V02712-AUTOREGRESSION-Q3,causal-consequence,A very long generated response can push older information out of view. Which earlier concept explains that limit?,v02712-autoregression-q3-correct,The context window.,Insight strengthened. Autoregression can make context grow until older tokens no longer fit.,v02712-autoregression-q3-correct,The context window.,True,Insight strengthened. Autoregression can make context grow until older tokens no longer fit.,v02712-autoregression-q3-2-optimizer,"The optimizer, because it deletes old facts during training.",False,"The optimizer is part of training, not context overflow.",v02712-autoregression-q3-3-embedding-table,"The embedding table, because it forgets old rows.",False,The table is not what fills up during a long context.,v02712-autoregression-q3-4-softmax,"Softmax, because probabilities erase source text.",False,Softmax converts scores; it does not manage context length.,,keep,low,
5,The Day Repeats,5.2,24,Context Window,"Explain the context window as temporary visible input space for the current run, not permanent memory, and show how autoregression and RAG compete for that space.",1,V02712-CONTEXT-WINDOW-Q1,application,A long chat exceeds the context window and early details fall out. What changed most directly?,v02712-context-window-q1-correct,The temporary visible input available to the current run.,"Insight strengthened. The context window is temporary working space, not permanent memory.",v02712-context-window-q1-correct,The temporary visible input available to the current run.,True,"Insight strengthened. The context window is temporary working space, not permanent memory.",v02712-context-window-q1-2-weight-update,The base model weights were overwritten.,False,Losing context is not training or untraining.,v02712-context-window-q1-3-source,The original source document was deleted.,False,Context limits do not delete outside documents.,v02712-context-window-q1-4-consciousness,The model became conscious of what to forget.,False,"Context limits are a system constraint, not awareness.",,keep,low,
5,The Day Repeats,5.2,24,Context Window,"Explain the context window as temporary visible input space for the current run, not permanent memory, and show how autoregression and RAG compete for that space.",2,V02712-CONTEXT-WINDOW-Q2,boundary,Why is context not the same as memory?,v02712-context-window-q2-correct,Context is the current visible input; memory would require a separate saved mechanism.,Good boundary. Current tokens and durable storage are different ideas.,v02712-context-window-q2-correct,Context is the current visible input; memory would require a separate saved mechanism.,True,Good boundary. Current tokens and durable storage are different ideas.,v02712-context-window-q2-2-training,Anything in context permanently changes the model.,False,Prompt/context tokens usually do not update weights.,v02712-context-window-q2-3-context-window,Anything outside context can still be used directly.,False,The model cannot directly attend to text outside the current context.,v02712-context-window-q2-4-hidden-state,Memory and hidden state are the same saved English text.,False,Hidden states are temporary numerical activations.,possible_correct_answer_length_bias,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete.
5,The Day Repeats,5.2,24,Context Window,"Explain the context window as temporary visible input space for the current run, not permanent memory, and show how autoregression and RAG compete for that space.",3,V02712-CONTEXT-WINDOW-Q3,model-trace,RAG retrieves three passages before the LLM answers. Where do those passages usually go?,v02712-context-window-q3-correct,Into the current context window as retrieved context.,Insight strengthened. Retrieved text becomes input the model can attend to during inference.,v02712-context-window-q3-correct,Into the current context window as retrieved context.,True,Insight strengthened. Retrieved text becomes input the model can attend to during inference.,v02712-context-window-q3-2-fine-tuning,Into permanent model weights immediately.,False,Retrieval is not fine-tuning.,v02712-context-window-q3-3-web-search,Into a hidden web browser the model controls by itself.,False,RAG uses a retrieval system; the model is not magically browsing all files.,v02712-context-window-q3-4-softmax,Into softmax as verified truth labels.,False,"Softmax is probability conversion, not evidence storage.",thin_wrong_feedback,review,medium,Expand short wrong-answer feedback so it explains the misconception boundary.
5,The Day Repeats,5.2,24,Context Window,"Explain the context window as temporary visible input space for the current run, not permanent memory, and show how autoregression and RAG compete for that space.",4,V02712-CONTEXT-WINDOW-Q4,model-trace,Why does the response-so-far matter for the context window?,v02712-context-window-q4-correct,"Generated tokens are appended, so later steps can attend to earlier generated text.",Good trace. Autoregression uses the growing response as part of the next input.,v02712-context-window-q4-correct,"Generated tokens are appended, so later steps can attend to earlier generated text.",True,Good trace. Autoregression uses the growing response as part of the next input.,v02712-context-window-q4-2-response-token,Generated tokens disappear before the next run.,False,They are appended while they remain in context.,v02712-context-window-q4-3-training,Generated tokens become training targets for the base model.,False,Ordinary generation is not durable training.,v02712-context-window-q4-4-grounding,Generated tokens prove the answer is grounded.,False,Generated text still needs evidence support.,possible_correct_answer_length_bias|thin_wrong_feedback,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete. Expand short wrong-answer feedback so it explains the misconception boundary.
5,The Day Repeats,5.3,25,RAG and Retrieval,"Explain RAG as a retrieval system that places outside evidence into current context during inference, not training, omniscience, or permanent memory.",1,V02712-RAG-RETRIEVAL-Q1,application,"A RAG system searches a course handbook, inserts two passages into the prompt, then the LLM answers. What changed most directly?",v02712-rag-retrieval-q1-correct,Outside text was retrieved and placed into the current context.,"Insight strengthened. RAG is retrieval plus context, not magical knowing.",v02712-rag-retrieval-q1-correct,Outside text was retrieved and placed into the current context.,True,"Insight strengthened. RAG is retrieval plus context, not magical knowing.",v02712-rag-retrieval-q1-2-fine-tuning,The handbook permanently updated the model weights.,False,"That would require training or adaptation, not ordinary RAG.",v02712-rag-retrieval-q1-3-consciousness,The model became conscious of all campus files.,False,"Retrieval is a system process, not awareness.",v02712-rag-retrieval-q1-4-truth-guarantee,The answer became guaranteed true because retrieval happened.,False,"Retrieved text can help, but it can be poor or misused.",possibly_obvious_distractor,review,medium,"Review “definitely/guaranteed/must” distractors; keep only if they represent a real public myth, otherwise make them more plausible."
5,The Day Repeats,5.3,25,RAG and Retrieval,"Explain RAG as a retrieval system that places outside evidence into current context during inference, not training, omniscience, or permanent memory.",2,V02712-RAG-RETRIEVAL-Q2,boundary,Which source can a RAG system use?,v02712-rag-retrieval-q2-correct,Sources connected to its retriever or index.,Good boundary. RAG has scope; it does not automatically reach every file or website.,v02712-rag-retrieval-q2-correct,Sources connected to its retriever or index.,True,Good boundary. RAG has scope; it does not automatically reach every file or website.,v02712-rag-retrieval-q2-2-privacy,Every private file on the user's device by default.,False,That would require permissions and connection to a retriever.,v02712-rag-retrieval-q2-3-pretraining,Only facts already stored in model weights.,False,RAG is specifically about outside information entering context.,v02712-rag-retrieval-q2-4-hallucination,Any web page the model imagines exists.,False,Generated source-like text is not retrieval.,thin_wrong_feedback,review,medium,Expand short wrong-answer feedback so it explains the misconception boundary.
5,The Day Repeats,5.3,25,RAG and Retrieval,"Explain RAG as a retrieval system that places outside evidence into current context during inference, not training, omniscience, or permanent memory.",3,V02712-RAG-RETRIEVAL-Q3,boundary,Why is RAG not training?,v02712-rag-retrieval-q3-correct,It supplies temporary context during inference rather than durably changing weights.,Insight strengthened. RAG can improve an answer without becoming permanent learning.,v02712-rag-retrieval-q3-correct,It supplies temporary context during inference rather than durably changing weights.,True,Insight strengthened. RAG can improve an answer without becoming permanent learning.,v02712-rag-retrieval-q3-2-training,It measures loss and runs an optimizer.,False,"That describes training, not retrieval into context.",v02712-rag-retrieval-q3-3-memory,It turns every retrieved passage into model memory.,False,Retrieved passages are temporary unless another system stores them.,v02712-rag-retrieval-q3-4-inference,"It replaces attention, logits, softmax, and sampling.",False,The LLM still generates through its normal inference path.,possible_correct_answer_length_bias,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete.
5,The Day Repeats,5.3,25,RAG and Retrieval,"Explain RAG as a retrieval system that places outside evidence into current context during inference, not training, omniscience, or permanent memory.",4,V02712-RAG-RETRIEVAL-Q4,causal-consequence,How can RAG reduce hallucinations without eliminating them?,v02712-rag-retrieval-q4-correct,"It gives the model better temporary evidence, but retrieval or generation can still fail.",Good nuance. RAG improves support; it does not guarantee truth.,v02712-rag-retrieval-q4-correct,"It gives the model better temporary evidence, but retrieval or generation can still fail.",True,Good nuance. RAG improves support; it does not guarantee truth.,v02712-rag-retrieval-q4-2-citation,It forces the model to quote sources with perfect accuracy.,False,"Citations can still be missing, stale, or misused.",v02712-rag-retrieval-q4-3-hallucination,It makes the model unable to generate unsupported text.,False,Unsupported generation can still happen.,v02712-rag-retrieval-q4-4-pretraining,It makes pretraining unnecessary for language generation.,False,The LLM still uses learned patterns and weights.,possible_correct_answer_length_bias|thin_wrong_feedback,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete. Expand short wrong-answer feedback so it explains the misconception boundary.
5,The Day Repeats,5.4,26,Grounding,Explain grounding as connecting generated claims to available evidence while recognizing that citations or retrieval do not guarantee truth.,1,V02712-GROUNDING-Q1,application,"A retrieved passage says one thing, but the answer claims another. Why can grounding still fail?",v02712-grounding-q1-correct,Available evidence does not guarantee the generated answer stays connected to it.,Insight strengthened. Grounding asks whether claims are actually supported by evidence.,v02712-grounding-q1-correct,Available evidence does not guarantee the generated answer stays connected to it.,True,Insight strengthened. Grounding asks whether claims are actually supported by evidence.,v02712-grounding-q1-2-truth-guarantee,Any retrieved passage automatically makes the answer true.,False,Evidence must be relevant and used faithfully.,v02712-grounding-q1-3-citation,A citation-looking sentence proves the source was checked.,False,A generated citation can look real without support.,v02712-grounding-q1-4-softmax,Softmax converts evidence into truth labels.,False,Probability conversion is not evidence checking.,possible_correct_answer_length_bias,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete.
5,The Day Repeats,5.4,26,Grounding,Explain grounding as connecting generated claims to available evidence while recognizing that citations or retrieval do not guarantee truth.,2,V02712-GROUNDING-Q2,mechanism,What does grounding try to connect?,v02712-grounding-q2-correct,"Generated claims to available evidence such as retrieved documents, data, or tool results.","Good distinction. Grounding is about support, not style.",v02712-grounding-q2-correct,"Generated claims to available evidence such as retrieved documents, data, or tool results.",True,"Good distinction. Grounding is about support, not style.",v02712-grounding-q2-2-confidence,Model confidence to moral certainty.,False,Grounding is not a feeling or moral signal.,v02712-grounding-q2-3-training,Prompt wording to permanent weight updates.,False,Grounding usually concerns evidence in the current system/run.,v02712-grounding-q2-4-token-id,Token IDs to dictionary meanings only.,False,That is not the evidence relationship grounding cares about.,generic_stem_needs_mechanism|possible_correct_answer_length_bias|thin_wrong_feedback,revise,high,Name the mechanism or scenario in the stem so it stands alone outside the learning card. Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete. Expand short wrong-answer feedback so it explains the misconception boundary.
5,The Day Repeats,5.4,26,Grounding,Explain grounding as connecting generated claims to available evidence while recognizing that citations or retrieval do not guarantee truth.,3,V02712-GROUNDING-Q3,misconception-check,A response includes a polished citation that the source list does not contain. What should a learner suspect?,v02712-grounding-q3-correct,The citation may be generated text rather than grounded evidence.,Insight strengthened. Citation format is not the same as source support.,v02712-grounding-q3-correct,The citation may be generated text rather than grounded evidence.,True,Insight strengthened. Citation format is not the same as source support.,v02712-grounding-q3-2-citation,The answer is automatically grounded because it has a citation shape.,False,Citation-looking output still needs verification.,v02712-grounding-q3-3-intent,The model must be lying on purpose.,False,Unsupported output is not proof of intent.,v02712-grounding-q3-4-embedding,The source is inside the embedding vector.,False,Embeddings do not contain human-readable source records by themselves.,thin_wrong_feedback,review,medium,Expand short wrong-answer feedback so it explains the misconception boundary.
5,The Day Repeats,5.4,26,Grounding,Explain grounding as connecting generated claims to available evidence while recognizing that citations or retrieval do not guarantee truth.,4,V02712-GROUNDING-Q4,boundary,How does grounding connect to RAG in a well-designed system?,v02712-grounding-q4-correct,RAG can supply evidence; grounding checks whether the answer uses that evidence faithfully.,Good connection. Retrieval and faithful use are related but not identical.,v02712-grounding-q4-correct,RAG can supply evidence; grounding checks whether the answer uses that evidence faithfully.,True,Good connection. Retrieval and faithful use are related but not identical.,v02712-grounding-q4-2-fine-tuning,RAG and grounding are the same as fine-tuning.,False,"They usually happen during inference, not durable training.",v02712-grounding-q4-3-hallucination,Grounding guarantees no hallucinations after retrieval.,False,Grounding can fail when evidence is poor or misused.,v02712-grounding-q4-4-human-review,Grounding replaces human review in high-stakes cases.,False,Evidence support still needs human judgment when stakes are high.,possible_correct_answer_length_bias,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete.
5,The Day Repeats,5.5,27,Hallucinations,"Explain hallucination as fluent generated output that lacks adequate support, not intentional lying, consciousness, or proof of malice.",1,V02712-HALLUCINATIONS-Q1,application,The model invents a realistic article title and citation. What makes this a hallucination?,v02712-hallucinations-q1-correct,The fluent output lacks adequate support from available evidence.,"Insight strengthened. Hallucination is unsupported generation, not just awkward wording.",v02712-hallucinations-q1-correct,The fluent output lacks adequate support from available evidence.,True,"Insight strengthened. Hallucination is unsupported generation, not just awkward wording.",v02712-hallucinations-q1-2-intent,The model intentionally lied because it wanted to deceive.,False,Unsupported output is not evidence of intention or malice.,v02712-hallucinations-q1-3-citation,The answer is true because the citation looks formal.,False,Citation style is not evidence support.,v02712-hallucinations-q1-4-retrieval,The model must have searched a hidden database.,False,Source-like text does not prove retrieval happened.,thin_wrong_feedback,review,medium,Expand short wrong-answer feedback so it explains the misconception boundary.
5,The Day Repeats,5.5,27,Hallucinations,"Explain hallucination as fluent generated output that lacks adequate support, not intentional lying, consciousness, or proof of malice.",2,V02712-HALLUCINATIONS-Q2,causal-consequence,Why can hallucinations happen in a next-token system?,v02712-hallucinations-q2-correct,Fluent token choices can outrun evidence or grounding.,Good mechanism. The model can keep generating likely text even when support is thin.,v02712-hallucinations-q2-correct,Fluent token choices can outrun evidence or grounding.,True,Good mechanism. The model can keep generating likely text even when support is thin.,v02712-hallucinations-q2-2-softmax,Softmax is designed to verify facts before every token.,False,Softmax converts scores to probabilities; it does not verify facts.,v02712-hallucinations-q2-3-context-window,The context window permanently stores all needed sources.,False,Context is limited and temporary.,v02712-hallucinations-q2-4-alignment,Alignment gives the model a conscience that prevents mistakes.,False,Alignment shaping is not a truth guarantee.,thin_wrong_feedback,review,medium,Expand short wrong-answer feedback so it explains the misconception boundary.
5,The Day Repeats,5.5,27,Hallucinations,"Explain hallucination as fluent generated output that lacks adequate support, not intentional lying, consciousness, or proof of malice.",3,V02712-HALLUCINATIONS-Q3,boundary,A hallucination is often confused with lying. Which boundary matters?,v02712-hallucinations-q3-correct,Lying implies intent; hallucination describes unsupported output.,Good myth repair. A model can produce unsupported text without human-like intent.,v02712-hallucinations-q3-correct,Lying implies intent; hallucination describes unsupported output.,True,Good myth repair. A model can produce unsupported text without human-like intent.,v02712-hallucinations-q3-2-moral-agency,Every hallucination proves malicious agency.,False,That adds intent the mechanism does not establish.,v02712-hallucinations-q3-3-rag,Every unsupported answer is a successful RAG lookup.,False,Retrieval and support must be checked.,v02712-hallucinations-q3-4-probability,Every low-probability token is a hallucination.,False,"Hallucination is about support, not only token probability.",thin_wrong_feedback,review,medium,Expand short wrong-answer feedback so it explains the misconception boundary.
5,The Day Repeats,5.5,27,Hallucinations,"Explain hallucination as fluent generated output that lacks adequate support, not intentional lying, consciousness, or proof of malice.",4,V02712-HALLUCINATIONS-Q4,human-use-judgment,Which practice can reduce hallucination risk without pretending it disappears?,v02712-hallucinations-q4-correct,"Use relevant evidence, retrieval, constraints, and human review for important claims.","Insight strengthened. Risk can be reduced through system design and review, not wished away.",v02712-hallucinations-q4-correct,"Use relevant evidence, retrieval, constraints, and human review for important claims.",True,"Insight strengthened. Risk can be reduced through system design and review, not wished away.",v02712-hallucinations-q4-2-confidence,Trust the answer whenever the tone is confident.,False,Confidence in wording is not support.,v02712-hallucinations-q4-3-context,Remove all context so the model relies only on weights.,False,Relevant context can help; removing it is not a safeguard.,v02712-hallucinations-q4-4-scale,Assume larger models cannot hallucinate.,False,Scale does not eliminate unsupported generation.,possible_correct_answer_length_bias|thin_wrong_feedback,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete. Expand short wrong-answer feedback so it explains the misconception boundary.
6,Twilight: The Wider Landscape,6.1,28,How AI Learns,"Compare ways AI systems appear to learn and separate durable weight or adapter changes from temporary context use, retrieval, and in-context behavior.",1,V02712-HOW-AI-LEARNS-Q1,application,A team fine-tunes a support model on many reviewed examples. What usually changes?,v02712-how-ai-learns-q1-correct,Weights or adapter behavior that can affect future inference runs.,Insight strengthened. Fine-tuning is durable learning compared with temporary prompting.,v02712-how-ai-learns-q1-correct,Weights or adapter behavior that can affect future inference runs.,True,Insight strengthened. Fine-tuning is durable learning compared with temporary prompting.,v02712-how-ai-learns-q1-2-prompt,Only the current prompt context changes for one run.,False,"That describes prompting, not fine-tuning.",v02712-how-ai-learns-q1-3-rag,Only a retrieved passage is inserted for one answer.,False,Retrieval adds context; it does not by itself train.,v02712-how-ai-learns-q1-4-sampling,Only sampling picks a different next token.,False,"Sampling is a generation-time choice, not durable adaptation.",thin_wrong_feedback,review,medium,Expand short wrong-answer feedback so it explains the misconception boundary.
6,Twilight: The Wider Landscape,6.1,28,How AI Learns,"Compare ways AI systems appear to learn and separate durable weight or adapter changes from temporary context use, retrieval, and in-context behavior.",2,V02712-HOW-AI-LEARNS-Q2,boundary,A user pastes a policy into the prompt and the answer follows it. What kind of learning-like behavior is this?,v02712-how-ai-learns-q2-correct,"Temporary context use, not durable weight change.",Good boundary. The model can adapt within the current context without permanently learning the policy.,v02712-how-ai-learns-q2-correct,"Temporary context use, not durable weight change.",True,Good boundary. The model can adapt within the current context without permanently learning the policy.,v02712-how-ai-learns-q2-2-pretraining,Pretraining on the policy.,False,Pretraining happens earlier across broad data.,v02712-how-ai-learns-q2-3-fine-tuning,Fine-tuning the model weights.,False,A pasted prompt alone usually does not update weights.,v02712-how-ai-learns-q2-4-model-checkpoint,A saved model checkpoint after training.,False,No checkpoint is saved by ordinary prompt use.,,keep,low,
6,Twilight: The Wider Landscape,6.1,28,How AI Learns,"Compare ways AI systems appear to learn and separate durable weight or adapter changes from temporary context use, retrieval, and in-context behavior.",3,V02712-HOW-AI-LEARNS-Q3,model-trace,A RAG system retrieves a PDF passage and the model uses it. What did the system add?,v02712-how-ai-learns-q3-correct,Outside information in the current context.,Insight strengthened. Retrieval can make the answer better without becoming training.,v02712-how-ai-learns-q3-correct,Outside information in the current context.,True,Insight strengthened. Retrieval can make the answer better without becoming training.,v02712-how-ai-learns-q3-2-memory,Permanent memory inside every future version of the model.,False,Retrieved information is temporary unless a separate system saves it.,v02712-how-ai-learns-q3-3-loss,Loss values for optimizer updates.,False,"That is training machinery, not ordinary RAG.",v02712-how-ai-learns-q3-4-alignment,Human moral judgment inside the model.,False,"Retrieved text is evidence, not conscience.",thin_wrong_feedback,review,medium,Expand short wrong-answer feedback so it explains the misconception boundary.
6,Twilight: The Wider Landscape,6.1,28,How AI Learns,"Compare ways AI systems appear to learn and separate durable weight or adapter changes from temporary context use, retrieval, and in-context behavior.",4,V02712-HOW-AI-LEARNS-Q4,boundary,Which action belongs in the durable-learning bucket?,v02712-how-ai-learns-q4-correct,Adapter training on task examples.,Good classification. Adapter training can create a reusable learned behavior.,v02712-how-ai-learns-q4-correct,Adapter training on task examples.,True,Good classification. Adapter training can create a reusable learned behavior.,v02712-how-ai-learns-q4-2-system-prompt,A one-time system instruction in the prompt.,False,"That steers the current run or product behavior, not necessarily weights.",v02712-how-ai-learns-q4-3-retrieval,A citation retrieved into the context window.,False,That is temporary input for inference.,v02712-how-ai-learns-q4-4-response-token,A sampled response token appended to the answer.,False,That grows context; it does not train the model.,generic_stem_needs_mechanism|thin_wrong_feedback,review,medium,Name the mechanism or scenario in the stem so it stands alone outside the learning card. Expand short wrong-answer feedback so it explains the misconception boundary.
6,Twilight: The Wider Landscape,6.1,28,How AI Learns,"Compare ways AI systems appear to learn and separate durable weight or adapter changes from temporary context use, retrieval, and in-context behavior.",5,V02712-HOW-AI-LEARNS-Q5,misconception-check,"Why is the word ""learned"" tricky in How AI Learns conversations?",v02712-how-ai-learns-q5-correct,People may use it for temporary context behavior even when weights did not change.,Insight strengthened. Model literacy separates durable learning from temporary use.,v02712-how-ai-learns-q5-correct,People may use it for temporary context behavior even when weights did not change.,True,Insight strengthened. Model literacy separates durable learning from temporary use.,v02712-how-ai-learns-q5-2-learning,Useful responses always prove permanent learning.,False,"Usefulness can come from context, retrieval, or existing weights.",v02712-how-ai-learns-q5-3-training,Only humans can update behavior from examples.,False,"Models can be trained, but the mechanism differs from human learning.",v02712-how-ai-learns-q5-4-validation,Every answer creates a new validation set.,False,"Validation examples are for testing, not every response.",possible_correct_answer_length_bias,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete.
6,Twilight: The Wider Landscape,6.2,29,Diffusion vs Autoregression,Distinguish autoregressive text generation from diffusion-style denoising and show that generative AI methods do not all work like ChatGPT.,1,V02712-DIFFUSION-Q1,boundary,"In Diffusion vs Autoregression, one system appends text tokens and another denoises an image. Which boundary is most accurate?",v02712-diffusion-q1-correct,Autoregressive LLMs and diffusion models are different generative methods.,"Insight strengthened. Generative AI is a family, not one mechanism.",v02712-diffusion-q1-correct,Autoregressive LLMs and diffusion models are different generative methods.,True,"Insight strengthened. Generative AI is a family, not one mechanism.",v02712-diffusion-q1-2-llm,Diffusion models are just larger LLMs using the same token loop.,False,Diffusion is a different generation process.,v02712-diffusion-q1-3-diffusion-model,LLMs generate images by denoising pixels in the same way.,False,Text LLM generation is usually autoregressive.,v02712-diffusion-q1-4-consciousness,Both methods prove the system understands like a human.,False,Generation method does not imply human awareness.,thin_wrong_feedback,review,medium,Expand short wrong-answer feedback so it explains the misconception boundary.
