stage_number,stage_title,learning_card_code,learning_card_id,learning_card_title,question_number,question_id,question_type,choice_position_source_order,choice_id,is_correct,text,feedback,represented_misconception,represented_glossary_term,distractor_source,distractor_rationale
4,Decision Room,4.3,sampling,Sampling,3,v02712-sampling-q3,causal-consequence,3,v02712-sampling-q3-3-token-id,false,The tokenizer randomly changes every word into new IDs.,"Tokenization is usually deterministic for the same text and tokenizer. This confuses lookup handles with meaning; token IDs point to entries, while later vectors and layers do the contextual work.",The tokenizer randomly changes every word into new IDs.,token ID,explicit-confusable,"Plausible because token ID is nearby, but this choice preserves a misconception the card is designed to correct."
4,Decision Room,4.3,sampling,Sampling,3,v02712-sampling-q3,causal-consequence,4,v02712-sampling-q3-4-memory,false,The context window stores secret alternatives forever.,"Variation does not require permanent hidden memory. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",The context window stores secret alternatives forever.,memory,explicit-confusable,"Plausible because memory is nearby, but this choice preserves a misconception the card is designed to correct."
4,Decision Room,4.3,sampling,Sampling,4,v02712-sampling-q4,misconception-check,1,v02712-sampling-q4-correct,true,Sampling chooses one next token; autoregression appends and repeats.,Good distinction. The whole response emerges from many next-token choices.,,,,
4,Decision Room,4.3,sampling,Sampling,4,v02712-sampling-q4,misconception-check,2,v02712-sampling-q4-2-layer,false,Sampling replaces the layer stack with a finished paragraph.,"Layers still produce scores before each token choice. This moves the job to a neighboring model step; tokenization, embeddings, layers, scores, and sampling do different work.",Sampling replaces the layer stack with a finished paragraph.,layer,explicit-confusable,"Plausible because layer is nearby, but this choice preserves a misconception the card is designed to correct."
4,Decision Room,4.3,sampling,Sampling,4,v02712-sampling-q4,misconception-check,3,v02712-sampling-q4-3-retrieval,false,Sampling retrieves a complete answer from the web.,Retrieval is separate from token choice. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.,Sampling retrieves a complete answer from the web.,retrieval,explicit-confusable,"Plausible because retrieval is nearby, but this choice preserves a misconception the card is designed to correct."
4,Decision Room,4.3,sampling,Sampling,4,v02712-sampling-q4,misconception-check,4,v02712-sampling-q4-4-weight-update,false,Sampling updates weights after every word.,"Inference-time token choice is not training. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",Sampling updates weights after every word.,weight update,explicit-confusable,"Plausible because weight update is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.1,autoregression,Autoregression,1,v02712-autoregression-q1,model-trace,1,v02712-autoregression-q1-correct,true,"The prompt plus the response so far, including the newly appended token.",Insight strengthened. Autoregression grows the visible context one token at a time.,,,,
5,The Day Repeats,5.1,autoregression,Autoregression,1,v02712-autoregression-q1,model-trace,2,v02712-autoregression-q1-2-response-token,false,"Only the original prompt, because generated tokens are ignored.","Generated tokens are appended into the next context. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.","Only the original prompt, because generated tokens are ignored.",response token,explicit-confusable,"Plausible because response token is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.1,autoregression,Autoregression,1,v02712-autoregression-q1,model-trace,3,v02712-autoregression-q1-3-weight-update,false,A permanently changed set of model weights.,"Appending to context is temporary, not training. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",A permanently changed set of model weights.,weight update,explicit-confusable,"Plausible because weight update is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.1,autoregression,Autoregression,1,v02712-autoregression-q1,model-trace,4,v02712-autoregression-q1-4-rag,false,A live search result for every new token.,Autoregression does not imply retrieval. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.,A live search result for every new token.,RAG,explicit-confusable,"Plausible because RAG is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.1,autoregression,Autoregression,2,v02712-autoregression-q2,boundary,1,v02712-autoregression-q2-correct,true,The model weights.,"Good boundary. The context grows, but ordinary generation does not durably retrain the model.",,,,
5,The Day Repeats,5.1,autoregression,Autoregression,2,v02712-autoregression-q2,boundary,2,v02712-autoregression-q2-2-context,false,The temporary context visible to the next run.,"That does change as tokens are appended. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",The temporary context visible to the next run.,context,explicit-confusable,"Plausible because context is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.1,autoregression,Autoregression,2,v02712-autoregression-q2,boundary,3,v02712-autoregression-q2-3-response,false,The visible response text.,"The visible response grows as tokens are generated. This choice points to a nearby idea, but the checkpoint is asking for a more exact model boundary.",The visible response text.,response,explicit-confusable,"Plausible because response is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.1,autoregression,Autoregression,2,v02712-autoregression-q2,boundary,4,v02712-autoregression-q2-4-logits,false,The next-token candidate scores.,"Logits change from step to step as context changes. This moves the job to a neighboring model step; tokenization, embeddings, layers, scores, and sampling do different work.",The next-token candidate scores.,logits,explicit-confusable,"Plausible because logits is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.1,autoregression,Autoregression,3,v02712-autoregression-q3,causal-consequence,1,v02712-autoregression-q3-correct,true,The context window.,Insight strengthened. Autoregression can make context grow until older tokens no longer fit.,,,,
5,The Day Repeats,5.1,autoregression,Autoregression,3,v02712-autoregression-q3,causal-consequence,2,v02712-autoregression-q3-2-optimizer,false,"The optimizer, because it deletes old facts during training.","The optimizer is part of training, not context overflow. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.","The optimizer, because it deletes old facts during training.",optimizer,explicit-confusable,"Plausible because optimizer is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.1,autoregression,Autoregression,3,v02712-autoregression-q3,causal-consequence,3,v02712-autoregression-q3-3-embedding-table,false,"The embedding table, because it forgets old rows.","The table is not what fills up during a long context. This moves the job to a neighboring model step; tokenization, embeddings, layers, scores, and sampling do different work.","The embedding table, because it forgets old rows.",embedding table,explicit-confusable,"Plausible because embedding table is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.1,autoregression,Autoregression,3,v02712-autoregression-q3,causal-consequence,4,v02712-autoregression-q3-4-softmax,false,"Softmax, because probabilities erase source text.",Softmax converts scores; it does not manage context length. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.,"Softmax, because probabilities erase source text.",softmax,explicit-confusable,"Plausible because softmax is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.2,context-window,Context Window,1,v02712-context-window-q1,application,1,v02712-context-window-q1-correct,true,The temporary visible input available to the current run.,"Insight strengthened. The context window is temporary working space, not permanent memory.",,,,
5,The Day Repeats,5.2,context-window,Context Window,1,v02712-context-window-q1,application,2,v02712-context-window-q1-2-weight-update,false,The base model weights were overwritten.,"Losing context is not training or untraining. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",The base model weights were overwritten.,weight update,explicit-confusable,"Plausible because weight update is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.2,context-window,Context Window,1,v02712-context-window-q1,application,3,v02712-context-window-q1-3-source,false,The original source document was deleted.,Context limits do not delete outside documents. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.,The original source document was deleted.,source,explicit-confusable,"Plausible because source is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.2,context-window,Context Window,1,v02712-context-window-q1,application,4,v02712-context-window-q1-4-consciousness,false,The model became conscious of what to forget.,"Context limits are a system constraint, not awareness. This gives the system human-like awareness or intent; shaped behavior is still not a mind, motive, or conscience.",The model became conscious of what to forget.,consciousness,explicit-confusable,"Plausible because consciousness is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.2,context-window,Context Window,2,v02712-context-window-q2,boundary,1,v02712-context-window-q2-correct,true,Context is current input; memory needs a separate saved mechanism.,Good boundary. Current tokens and durable storage are different ideas.,,,,
5,The Day Repeats,5.2,context-window,Context Window,2,v02712-context-window-q2,boundary,2,v02712-context-window-q2-2-training,false,Anything in context permanently changes the model.,"Prompt/context tokens usually do not update weights. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",Anything in context permanently changes the model.,training,explicit-confusable,"Plausible because training is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.2,context-window,Context Window,2,v02712-context-window-q2,boundary,3,v02712-context-window-q2-3-context-window,false,Anything outside context can still be used directly.,"The model cannot directly attend to text outside the current context. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",Anything outside context can still be used directly.,context window,explicit-confusable,"Plausible because context window is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.2,context-window,Context Window,2,v02712-context-window-q2,boundary,4,v02712-context-window-q2-4-hidden-state,false,Memory and hidden state are the same saved English text.,"Hidden states are temporary numerical activations. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",Memory and hidden state are the same saved English text.,hidden state,explicit-confusable,"Plausible because hidden state is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.2,context-window,Context Window,3,v02712-context-window-q3,model-trace,1,v02712-context-window-q3-correct,true,Into the current context window as retrieved context.,Insight strengthened. Retrieved text becomes input the model can attend to during inference.,,,,
5,The Day Repeats,5.2,context-window,Context Window,3,v02712-context-window-q3,model-trace,2,v02712-context-window-q3-2-fine-tuning,false,Into permanent model weights immediately.,"Retrieval is not fine-tuning. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",Into permanent model weights immediately.,fine-tuning,explicit-confusable,"Plausible because fine-tuning is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.2,context-window,Context Window,3,v02712-context-window-q3,model-trace,3,v02712-context-window-q3-3-web-search,false,Into a hidden web browser the model controls by itself.,RAG uses a retrieval system; the model is not magically browsing all files. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.,Into a hidden web browser the model controls by itself.,web search,explicit-confusable,"Plausible because web search is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.2,context-window,Context Window,3,v02712-context-window-q3,model-trace,4,v02712-context-window-q3-4-softmax,false,Into softmax as verified truth labels.,"Softmax is probability conversion, not evidence storage. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.",Into softmax as verified truth labels.,softmax,explicit-confusable,"Plausible because softmax is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.2,context-window,Context Window,4,v02712-context-window-q4,model-trace,1,v02712-context-window-q4-correct,true,"Generated tokens append, so later steps can attend to them.",Good trace. Autoregression uses the growing response as part of the next input.,,,,
5,The Day Repeats,5.2,context-window,Context Window,4,v02712-context-window-q4,model-trace,2,v02712-context-window-q4-2-response-token,false,Generated tokens disappear before the next run.,"They are appended while they remain in context. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",Generated tokens disappear before the next run.,response token,explicit-confusable,"Plausible because response token is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.2,context-window,Context Window,4,v02712-context-window-q4,model-trace,3,v02712-context-window-q4-3-training,false,Generated tokens become training targets for the base model.,"Ordinary generation is not durable training. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",Generated tokens become training targets for the base model.,training,explicit-confusable,"Plausible because training is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.2,context-window,Context Window,4,v02712-context-window-q4,model-trace,4,v02712-context-window-q4-4-grounding,false,Generated tokens prove the answer is grounded.,Generated text still needs evidence support. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.,Generated tokens prove the answer is grounded.,grounding,explicit-confusable,"Plausible because grounding is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,1,v02712-rag-retrieval-q1,application,1,v02712-rag-retrieval-q1-correct,true,Outside text was retrieved and placed into the current context.,"Insight strengthened. RAG is retrieval plus context, not magical knowing.",,,,
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,1,v02712-rag-retrieval-q1,application,2,v02712-rag-retrieval-q1-2-fine-tuning,false,The handbook permanently updated the model weights.,"That would require training or adaptation, not ordinary RAG. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",The handbook permanently updated the model weights.,fine-tuning,explicit-confusable,"Plausible because fine-tuning is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,1,v02712-rag-retrieval-q1,application,3,v02712-rag-retrieval-q1-3-consciousness,false,The model became conscious of all campus files.,"Retrieval is a system process, not awareness. This gives the system human-like awareness or intent; shaped behavior is still not a mind, motive, or conscience.",The model became conscious of all campus files.,consciousness,explicit-confusable,"Plausible because consciousness is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,1,v02712-rag-retrieval-q1,application,4,v02712-rag-retrieval-q1-4-truth-guarantee,false,The answer became guaranteed true because retrieval happened.,"Retrieved text can help, but it can be poor or misused. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.",The answer became guaranteed true because retrieval happened.,truth guarantee,explicit-confusable,"Plausible because truth guarantee is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,2,v02712-rag-retrieval-q2,boundary,1,v02712-rag-retrieval-q2-correct,true,Sources connected to its retriever or index.,Good boundary. RAG has scope; it does not automatically reach every file or website.,,,,
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,2,v02712-rag-retrieval-q2,boundary,2,v02712-rag-retrieval-q2-2-privacy,false,Every private file on the user's device by default.,That would require permissions and connection to a retriever. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.,Every private file on the user's device by default.,privacy,explicit-confusable,"Plausible because privacy is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,2,v02712-rag-retrieval-q2,boundary,3,v02712-rag-retrieval-q2-3-pretraining,false,Only facts already stored in model weights.,"RAG is specifically about outside information entering context. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",Only facts already stored in model weights.,pretraining,explicit-confusable,"Plausible because pretraining is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,2,v02712-rag-retrieval-q2,boundary,4,v02712-rag-retrieval-q2-4-hallucination,false,Any web page the model imagines exists.,Generated source-like text is not retrieval. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.,Any web page the model imagines exists.,hallucination,explicit-confusable,"Plausible because hallucination is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,3,v02712-rag-retrieval-q3,boundary,1,v02712-rag-retrieval-q3-correct,true,RAG supplies temporary context; it does not change weights by itself.,Insight strengthened. RAG can improve an answer without becoming permanent learning.,,,,
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,3,v02712-rag-retrieval-q3,boundary,2,v02712-rag-retrieval-q3-2-training,false,It measures loss and runs an optimizer.,"That describes training, not retrieval into context. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",It measures loss and runs an optimizer.,training,explicit-confusable,"Plausible because training is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,3,v02712-rag-retrieval-q3,boundary,3,v02712-rag-retrieval-q3-3-memory,false,It turns every retrieved passage into model memory.,"Retrieved passages are temporary unless another system stores them. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",It turns every retrieved passage into model memory.,memory,explicit-confusable,"Plausible because memory is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,3,v02712-rag-retrieval-q3,boundary,4,v02712-rag-retrieval-q3-4-inference,false,"It replaces attention, logits, softmax, and sampling.","The LLM still generates through its normal inference path. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.","It replaces attention, logits, softmax, and sampling.",inference,explicit-confusable,"Plausible because inference is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,4,v02712-rag-retrieval-q4,causal-consequence,1,v02712-rag-retrieval-q4-correct,true,"RAG gives temporary evidence, but retrieval or generation can still fail.",Good nuance. RAG improves support; it does not guarantee truth.,,,,
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,4,v02712-rag-retrieval-q4,causal-consequence,2,v02712-rag-retrieval-q4-2-citation,false,It forces the model to quote sources with perfect accuracy.,"Citations can still be missing, stale, or misused. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.",It forces the model to quote sources with perfect accuracy.,citation,explicit-confusable,"Plausible because citation is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,4,v02712-rag-retrieval-q4,causal-consequence,3,v02712-rag-retrieval-q4-3-hallucination,false,It makes the model unable to generate unsupported text.,Unsupported generation can still happen. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.,It makes the model unable to generate unsupported text.,hallucination,explicit-confusable,"Plausible because hallucination is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,4,v02712-rag-retrieval-q4,causal-consequence,4,v02712-rag-retrieval-q4-4-pretraining,false,It makes pretraining unnecessary for language generation.,"The LLM still uses learned patterns and weights. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",It makes pretraining unnecessary for language generation.,pretraining,explicit-confusable,"Plausible because pretraining is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.4,grounding,Grounding,1,v02712-grounding-q1,application,1,v02712-grounding-q1-correct,true,Evidence does not guarantee the answer stays connected.,Insight strengthened. Grounding asks whether claims are actually supported by evidence.,,,,
5,The Day Repeats,5.4,grounding,Grounding,1,v02712-grounding-q1,application,2,v02712-grounding-q1-2-truth-guarantee,false,Any retrieved passage automatically makes the answer true.,Evidence must be relevant and used faithfully. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.,Any retrieved passage automatically makes the answer true.,truth guarantee,explicit-confusable,"Plausible because truth guarantee is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.4,grounding,Grounding,1,v02712-grounding-q1,application,3,v02712-grounding-q1-3-citation,false,A citation-looking sentence proves the source was checked.,A generated citation can look real without support. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.,A citation-looking sentence proves the source was checked.,citation,explicit-confusable,"Plausible because citation is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.4,grounding,Grounding,1,v02712-grounding-q1,application,4,v02712-grounding-q1-4-softmax,false,Softmax converts evidence into truth labels.,Probability conversion is not evidence checking. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.,Softmax converts evidence into truth labels.,softmax,explicit-confusable,"Plausible because softmax is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.4,grounding,Grounding,2,v02712-grounding-q2,mechanism,1,v02712-grounding-q2-correct,true,"Generated claims to available documents, data, or tool results.","Good distinction. Grounding is about support, not style.",,,,
5,The Day Repeats,5.4,grounding,Grounding,2,v02712-grounding-q2,mechanism,2,v02712-grounding-q2-2-confidence,false,Model confidence to moral certainty.,"Grounding is not a feeling or moral signal. This gives the system human-like awareness or intent; shaped behavior is still not a mind, motive, or conscience.",Model confidence to moral certainty.,confidence,explicit-confusable,"Plausible because confidence is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.4,grounding,Grounding,2,v02712-grounding-q2,mechanism,3,v02712-grounding-q2-3-training,false,Prompt wording to permanent weight updates.,"Grounding usually concerns evidence in the current system/run. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",Prompt wording to permanent weight updates.,training,explicit-confusable,"Plausible because training is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.4,grounding,Grounding,2,v02712-grounding-q2,mechanism,4,v02712-grounding-q2-4-token-id,false,Token IDs to dictionary meanings only.,That is not the evidence relationship grounding cares about. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.,Token IDs to dictionary meanings only.,token ID,explicit-confusable,"Plausible because token ID is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.4,grounding,Grounding,3,v02712-grounding-q3,misconception-check,1,v02712-grounding-q3-correct,true,The citation may be generated text rather than grounded evidence.,Insight strengthened. Citation format is not the same as source support.,,,,
5,The Day Repeats,5.4,grounding,Grounding,3,v02712-grounding-q3,misconception-check,2,v02712-grounding-q3-2-citation,false,The answer is automatically grounded because it has a citation shape.,Citation-looking output still needs verification. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.,The answer is automatically grounded because it has a citation shape.,citation,explicit-confusable,"Plausible because citation is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.4,grounding,Grounding,3,v02712-grounding-q3,misconception-check,3,v02712-grounding-q3-3-intent,false,The model must be lying on purpose.,"Unsupported output is not proof of intent. This gives the system human-like awareness or intent; shaped behavior is still not a mind, motive, or conscience.",The model must be lying on purpose.,intent,explicit-confusable,"Plausible because intent is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.4,grounding,Grounding,3,v02712-grounding-q3,misconception-check,4,v02712-grounding-q3-4-embedding,false,The source is inside the embedding vector.,Embeddings do not contain human-readable source records by themselves. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.,The source is inside the embedding vector.,embedding,explicit-confusable,"Plausible because embedding is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.4,grounding,Grounding,4,v02712-grounding-q4,boundary,1,v02712-grounding-q4-correct,true,RAG supplies evidence; grounding checks whether the answer uses it.,Good connection. Retrieval and faithful use are related but not identical.,,,,
5,The Day Repeats,5.4,grounding,Grounding,4,v02712-grounding-q4,boundary,2,v02712-grounding-q4-2-fine-tuning,false,RAG and grounding are the same as fine-tuning.,"They usually happen during inference, not durable training. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",RAG and grounding are the same as fine-tuning.,fine-tuning,explicit-confusable,"Plausible because fine-tuning is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.4,grounding,Grounding,4,v02712-grounding-q4,boundary,3,v02712-grounding-q4-3-hallucination,false,Grounding guarantees no hallucinations after retrieval.,Grounding can fail when evidence is poor or misused. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.,Grounding guarantees no hallucinations after retrieval.,hallucination,explicit-confusable,"Plausible because hallucination is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.4,grounding,Grounding,4,v02712-grounding-q4,boundary,4,v02712-grounding-q4-4-human-review,false,Grounding replaces human review in high-stakes cases.,Evidence support still needs human judgment when stakes are high. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.,Grounding replaces human review in high-stakes cases.,human review,explicit-confusable,"Plausible because human review is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.5,hallucinations,Hallucinations,1,v02712-hallucinations-q1,application,1,v02712-hallucinations-q1-correct,true,The fluent output lacks adequate support from available evidence.,"Insight strengthened. Hallucination is unsupported generation, not just awkward wording.",,,,
5,The Day Repeats,5.5,hallucinations,Hallucinations,1,v02712-hallucinations-q1,application,2,v02712-hallucinations-q1-2-intent,false,The model intentionally lied because it wanted to deceive.,"Unsupported output is not evidence of intention or malice. This gives the system human-like awareness or intent; shaped behavior is still not a mind, motive, or conscience.",The model intentionally lied because it wanted to deceive.,intent,explicit-confusable,"Plausible because intent is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.5,hallucinations,Hallucinations,1,v02712-hallucinations-q1,application,3,v02712-hallucinations-q1-3-citation,false,The answer is true because the citation looks formal.,Citation style is not evidence support. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.,The answer is true because the citation looks formal.,citation,explicit-confusable,"Plausible because citation is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.5,hallucinations,Hallucinations,1,v02712-hallucinations-q1,application,4,v02712-hallucinations-q1-4-retrieval,false,The model must have searched a hidden database.,Source-like text does not prove retrieval happened. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.,The model must have searched a hidden database.,retrieval,explicit-confusable,"Plausible because retrieval is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.5,hallucinations,Hallucinations,2,v02712-hallucinations-q2,causal-consequence,1,v02712-hallucinations-q2-correct,true,Fluent token choices can outrun evidence or grounding.,Good mechanism. The model can keep generating likely text even when support is thin.,,,,
5,The Day Repeats,5.5,hallucinations,Hallucinations,2,v02712-hallucinations-q2,causal-consequence,2,v02712-hallucinations-q2-2-softmax,false,Softmax is designed to verify facts before every token.,"Softmax converts scores to probabilities; it does not verify facts. This moves the job to a neighboring model step; tokenization, embeddings, layers, scores, and sampling do different work.",Softmax is designed to verify facts before every token.,softmax,explicit-confusable,"Plausible because softmax is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.5,hallucinations,Hallucinations,2,v02712-hallucinations-q2,causal-consequence,3,v02712-hallucinations-q2-3-context-window,false,The context window permanently stores all needed sources.,"Context is limited and temporary. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",The context window permanently stores all needed sources.,context window,explicit-confusable,"Plausible because context window is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.5,hallucinations,Hallucinations,2,v02712-hallucinations-q2,causal-consequence,4,v02712-hallucinations-q2-4-alignment,false,Alignment gives the model a conscience that prevents mistakes.,"Alignment shaping is not a truth guarantee. This gives the system human-like awareness or intent; shaped behavior is still not a mind, motive, or conscience.",Alignment gives the model a conscience that prevents mistakes.,alignment,explicit-confusable,"Plausible because alignment is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.5,hallucinations,Hallucinations,3,v02712-hallucinations-q3,boundary,1,v02712-hallucinations-q3-correct,true,Lying implies intent; hallucination describes unsupported output.,Good myth repair. A model can produce unsupported text without human-like intent.,,,,
5,The Day Repeats,5.5,hallucinations,Hallucinations,3,v02712-hallucinations-q3,boundary,2,v02712-hallucinations-q3-2-moral-agency,false,Every hallucination proves malicious agency.,"That adds intent the mechanism does not establish. This gives the system human-like awareness or intent; shaped behavior is still not a mind, motive, or conscience.",Every hallucination proves malicious agency.,moral agency,explicit-confusable,"Plausible because moral agency is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.5,hallucinations,Hallucinations,3,v02712-hallucinations-q3,boundary,3,v02712-hallucinations-q3-3-rag,false,Every unsupported answer is a successful RAG lookup.,Retrieval and support must be checked. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.,Every unsupported answer is a successful RAG lookup.,RAG,explicit-confusable,"Plausible because RAG is nearby, but this choice preserves a misconception the card is designed to correct."
