stage_number,stage_title,learning_card_code,learning_card_id,learning_card_title,question_number,question_id,question_type,choice_position_source_order,choice_id,is_correct,text,feedback,represented_misconception,represented_glossary_term,distractor_source,distractor_rationale
5,The Day Repeats,5.2,context-window,Context Window,4,v02712-context-window-q4,model-trace,1,v02712-context-window-q4-correct,true,"Generated tokens are appended, so later steps can attend to earlier generated text.",Good trace. Autoregression uses the growing response as part of the next input.,,,,
5,The Day Repeats,5.2,context-window,Context Window,4,v02712-context-window-q4,model-trace,2,v02712-context-window-q4-2-response-token,false,Generated tokens disappear before the next run.,They are appended while they remain in context. Prompt and context can steer a current run without automatically becoming durable learning.,Generated tokens disappear before the next run.,response token,explicit-confusable,"Plausible because response token is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.2,context-window,Context Window,4,v02712-context-window-q4,model-trace,3,v02712-context-window-q4-3-training,false,Generated tokens become training targets for the base model.,Ordinary generation is not durable training. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,Generated tokens become training targets for the base model.,training,explicit-confusable,"Plausible because training is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.2,context-window,Context Window,4,v02712-context-window-q4,model-trace,4,v02712-context-window-q4-4-grounding,false,Generated tokens prove the answer is grounded.,"Generated text still needs evidence support. Search, retrieval, and evidence use are separate system steps, and they still need checking.",Generated tokens prove the answer is grounded.,grounding,explicit-confusable,"Plausible because grounding is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,1,v02712-rag-retrieval-q1,application,1,v02712-rag-retrieval-q1-correct,true,Outside text was retrieved and placed into the current context.,"Insight strengthened. RAG is retrieval plus context, not magical knowing.",,,,
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,1,v02712-rag-retrieval-q1,application,2,v02712-rag-retrieval-q1-2-fine-tuning,false,The handbook permanently updated the model weights.,"That would require training or adaptation, not ordinary RAG. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.",The handbook permanently updated the model weights.,fine-tuning,explicit-confusable,"Plausible because fine-tuning is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,1,v02712-rag-retrieval-q1,application,3,v02712-rag-retrieval-q1-3-consciousness,false,The model became conscious of all campus files.,"Retrieval is a system process, not awareness. The behavior can be shaped without giving the model human awareness, intent, or moral agency.",The model became conscious of all campus files.,consciousness,explicit-confusable,"Plausible because consciousness is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,1,v02712-rag-retrieval-q1,application,4,v02712-rag-retrieval-q1-4-truth-guarantee,false,The answer became guaranteed true because retrieval happened.,"Retrieved text can help, but it can be poor or misused. Probability, permission, fluency, or confidence is not the same as truth.",The answer became guaranteed true because retrieval happened.,truth guarantee,explicit-confusable,"Plausible because truth guarantee is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,2,v02712-rag-retrieval-q2,boundary,1,v02712-rag-retrieval-q2-correct,true,Sources connected to its retriever or index.,Good boundary. RAG has scope; it does not automatically reach every file or website.,,,,
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,2,v02712-rag-retrieval-q2,boundary,2,v02712-rag-retrieval-q2-2-privacy,false,Every private file on the user's device by default.,"That would require permissions and connection to a retriever. Search, retrieval, and evidence use are separate system steps, and they still need checking.",Every private file on the user's device by default.,privacy,explicit-confusable,"Plausible because privacy is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,2,v02712-rag-retrieval-q2,boundary,3,v02712-rag-retrieval-q2-3-pretraining,false,Only facts already stored in model weights.,RAG is specifically about outside information entering context. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,Only facts already stored in model weights.,pretraining,explicit-confusable,"Plausible because pretraining is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,2,v02712-rag-retrieval-q2,boundary,4,v02712-rag-retrieval-q2-4-hallucination,false,Any web page the model imagines exists.,"Generated source-like text is not retrieval. Search, retrieval, and evidence use are separate system steps, and they still need checking.",Any web page the model imagines exists.,hallucination,explicit-confusable,"Plausible because hallucination is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,3,v02712-rag-retrieval-q3,boundary,1,v02712-rag-retrieval-q3-correct,true,It supplies temporary context during inference rather than durably changing weights.,Insight strengthened. RAG can improve an answer without becoming permanent learning.,,,,
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,3,v02712-rag-retrieval-q3,boundary,2,v02712-rag-retrieval-q3-2-training,false,It measures loss and runs an optimizer.,"That describes training, not retrieval into context. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.",It measures loss and runs an optimizer.,training,explicit-confusable,"Plausible because training is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,3,v02712-rag-retrieval-q3,boundary,3,v02712-rag-retrieval-q3-3-memory,false,It turns every retrieved passage into model memory.,Retrieved passages are temporary unless another system stores them. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,It turns every retrieved passage into model memory.,memory,explicit-confusable,"Plausible because memory is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,3,v02712-rag-retrieval-q3,boundary,4,v02712-rag-retrieval-q3-4-inference,false,"It replaces attention, logits, softmax, and sampling.",The LLM still generates through its normal inference path. That swaps this mechanism with a nearby model step; keep the stage boundary clear.,"It replaces attention, logits, softmax, and sampling.",inference,explicit-confusable,"Plausible because inference is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,4,v02712-rag-retrieval-q4,causal-consequence,1,v02712-rag-retrieval-q4-correct,true,"It gives the model better temporary evidence, but retrieval or generation can still fail.",Good nuance. RAG improves support; it does not guarantee truth.,,,,
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,4,v02712-rag-retrieval-q4,causal-consequence,2,v02712-rag-retrieval-q4-2-citation,false,It forces the model to quote sources with perfect accuracy.,"Citations can still be missing, stale, or misused. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",It forces the model to quote sources with perfect accuracy.,citation,explicit-confusable,"Plausible because citation is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,4,v02712-rag-retrieval-q4,causal-consequence,3,v02712-rag-retrieval-q4-3-hallucination,false,It makes the model unable to generate unsupported text.,"Unsupported generation can still happen. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",It makes the model unable to generate unsupported text.,hallucination,explicit-confusable,"Plausible because hallucination is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.3,rag-retrieval,RAG and Retrieval,4,v02712-rag-retrieval-q4,causal-consequence,4,v02712-rag-retrieval-q4-4-pretraining,false,It makes pretraining unnecessary for language generation.,The LLM still uses learned patterns and weights. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,It makes pretraining unnecessary for language generation.,pretraining,explicit-confusable,"Plausible because pretraining is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.4,grounding,Grounding,1,v02712-grounding-q1,application,1,v02712-grounding-q1-correct,true,Available evidence does not guarantee the generated answer stays connected to it.,Insight strengthened. Grounding asks whether claims are actually supported by evidence.,,,,
5,The Day Repeats,5.4,grounding,Grounding,1,v02712-grounding-q1,application,2,v02712-grounding-q1-2-truth-guarantee,false,Any retrieved passage automatically makes the answer true.,"Evidence must be relevant and used faithfully. Search, retrieval, and evidence use are separate system steps, and they still need checking.",Any retrieved passage automatically makes the answer true.,truth guarantee,explicit-confusable,"Plausible because truth guarantee is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.4,grounding,Grounding,1,v02712-grounding-q1,application,3,v02712-grounding-q1-3-citation,false,A citation-looking sentence proves the source was checked.,"A generated citation can look real without support. Search, retrieval, and evidence use are separate system steps, and they still need checking.",A citation-looking sentence proves the source was checked.,citation,explicit-confusable,"Plausible because citation is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.4,grounding,Grounding,1,v02712-grounding-q1,application,4,v02712-grounding-q1-4-softmax,false,Softmax converts evidence into truth labels.,"Probability conversion is not evidence checking. Search, retrieval, and evidence use are separate system steps, and they still need checking.",Softmax converts evidence into truth labels.,softmax,explicit-confusable,"Plausible because softmax is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.4,grounding,Grounding,2,v02712-grounding-q2,mechanism,1,v02712-grounding-q2-correct,true,"Generated claims to available evidence, such as documents, data, or tool results.","Good distinction. Grounding is about support, not style.",,,,
5,The Day Repeats,5.4,grounding,Grounding,2,v02712-grounding-q2,mechanism,2,v02712-grounding-q2-2-confidence,false,Model confidence to moral certainty.,"Grounding is not a feeling or moral signal. The behavior can be shaped without giving the model human awareness, intent, or moral agency.",Model confidence to moral certainty.,confidence,explicit-confusable,"Plausible because confidence is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.4,grounding,Grounding,2,v02712-grounding-q2,mechanism,3,v02712-grounding-q2-3-training,false,Prompt wording to permanent weight updates.,Grounding usually concerns evidence in the current system/run. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,Prompt wording to permanent weight updates.,training,explicit-confusable,"Plausible because training is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.4,grounding,Grounding,2,v02712-grounding-q2,mechanism,4,v02712-grounding-q2-4-token-id,false,Token IDs to dictionary meanings only.,"That is not the evidence relationship grounding cares about. Search, retrieval, and evidence use are separate system steps, and they still need checking.",Token IDs to dictionary meanings only.,token ID,explicit-confusable,"Plausible because token ID is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.4,grounding,Grounding,3,v02712-grounding-q3,misconception-check,1,v02712-grounding-q3-correct,true,The citation may be generated text rather than grounded evidence.,Insight strengthened. Citation format is not the same as source support.,,,,
5,The Day Repeats,5.4,grounding,Grounding,3,v02712-grounding-q3,misconception-check,2,v02712-grounding-q3-2-citation,false,The answer is automatically grounded because it has a citation shape.,"Citation-looking output still needs verification. Search, retrieval, and evidence use are separate system steps, and they still need checking.",The answer is automatically grounded because it has a citation shape.,citation,explicit-confusable,"Plausible because citation is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.4,grounding,Grounding,3,v02712-grounding-q3,misconception-check,3,v02712-grounding-q3-3-intent,false,The model must be lying on purpose.,"Unsupported output is not proof of intent. The behavior can be shaped without giving the model human awareness, intent, or moral agency.",The model must be lying on purpose.,intent,explicit-confusable,"Plausible because intent is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.4,grounding,Grounding,3,v02712-grounding-q3,misconception-check,4,v02712-grounding-q3-4-embedding,false,The source is inside the embedding vector.,"Embeddings do not contain human-readable source records by themselves. Search, retrieval, and evidence use are separate system steps, and they still need checking.",The source is inside the embedding vector.,embedding,explicit-confusable,"Plausible because embedding is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.4,grounding,Grounding,4,v02712-grounding-q4,boundary,1,v02712-grounding-q4-correct,true,RAG can supply evidence; grounding checks whether the answer uses it faithfully.,Good connection. Retrieval and faithful use are related but not identical.,,,,
5,The Day Repeats,5.4,grounding,Grounding,4,v02712-grounding-q4,boundary,2,v02712-grounding-q4-2-fine-tuning,false,RAG and grounding are the same as fine-tuning.,"They usually happen during inference, not durable training. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.",RAG and grounding are the same as fine-tuning.,fine-tuning,explicit-confusable,"Plausible because fine-tuning is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.4,grounding,Grounding,4,v02712-grounding-q4,boundary,3,v02712-grounding-q4-3-hallucination,false,Grounding guarantees no hallucinations after retrieval.,"Grounding can fail when evidence is poor or misused. Search, retrieval, and evidence use are separate system steps, and they still need checking.",Grounding guarantees no hallucinations after retrieval.,hallucination,explicit-confusable,"Plausible because hallucination is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.4,grounding,Grounding,4,v02712-grounding-q4,boundary,4,v02712-grounding-q4-4-human-review,false,Grounding replaces human review in high-stakes cases.,"Evidence support still needs human judgment when stakes are high. Search, retrieval, and evidence use are separate system steps, and they still need checking.",Grounding replaces human review in high-stakes cases.,human review,explicit-confusable,"Plausible because human review is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.5,hallucinations,Hallucinations,1,v02712-hallucinations-q1,application,1,v02712-hallucinations-q1-correct,true,The fluent output lacks adequate support from available evidence.,"Insight strengthened. Hallucination is unsupported generation, not just awkward wording.",,,,
5,The Day Repeats,5.5,hallucinations,Hallucinations,1,v02712-hallucinations-q1,application,2,v02712-hallucinations-q1-2-intent,false,The model intentionally lied because it wanted to deceive.,"Unsupported output is not evidence of intention or malice. Search, retrieval, and evidence use are separate system steps, and they still need checking.",The model intentionally lied because it wanted to deceive.,intent,explicit-confusable,"Plausible because intent is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.5,hallucinations,Hallucinations,1,v02712-hallucinations-q1,application,3,v02712-hallucinations-q1-3-citation,false,The answer is true because the citation looks formal.,"Citation style is not evidence support. Search, retrieval, and evidence use are separate system steps, and they still need checking.",The answer is true because the citation looks formal.,citation,explicit-confusable,"Plausible because citation is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.5,hallucinations,Hallucinations,1,v02712-hallucinations-q1,application,4,v02712-hallucinations-q1-4-retrieval,false,The model must have searched a hidden database.,"Source-like text does not prove retrieval happened. Search, retrieval, and evidence use are separate system steps, and they still need checking.",The model must have searched a hidden database.,retrieval,explicit-confusable,"Plausible because retrieval is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.5,hallucinations,Hallucinations,2,v02712-hallucinations-q2,causal-consequence,1,v02712-hallucinations-q2-correct,true,Fluent token choices can outrun evidence or grounding.,Good mechanism. The model can keep generating likely text even when support is thin.,,,,
5,The Day Repeats,5.5,hallucinations,Hallucinations,2,v02712-hallucinations-q2,causal-consequence,2,v02712-hallucinations-q2-2-softmax,false,Softmax is designed to verify facts before every token.,Softmax converts scores to probabilities; it does not verify facts. That swaps this mechanism with a nearby model step; keep the stage boundary clear.,Softmax is designed to verify facts before every token.,softmax,explicit-confusable,"Plausible because softmax is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.5,hallucinations,Hallucinations,2,v02712-hallucinations-q2,causal-consequence,3,v02712-hallucinations-q2-3-context-window,false,The context window permanently stores all needed sources.,Context is limited and temporary. Prompt and context can steer a current run without automatically becoming durable learning.,The context window permanently stores all needed sources.,context window,explicit-confusable,"Plausible because context window is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.5,hallucinations,Hallucinations,2,v02712-hallucinations-q2,causal-consequence,4,v02712-hallucinations-q2-4-alignment,false,Alignment gives the model a conscience that prevents mistakes.,"Alignment shaping is not a truth guarantee. The behavior can be shaped without giving the model human awareness, intent, or moral agency.",Alignment gives the model a conscience that prevents mistakes.,alignment,explicit-confusable,"Plausible because alignment is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.5,hallucinations,Hallucinations,3,v02712-hallucinations-q3,boundary,1,v02712-hallucinations-q3-correct,true,Lying implies intent; hallucination describes unsupported output.,Good myth repair. A model can produce unsupported text without human-like intent.,,,,
5,The Day Repeats,5.5,hallucinations,Hallucinations,3,v02712-hallucinations-q3,boundary,2,v02712-hallucinations-q3-2-moral-agency,false,Every hallucination proves malicious agency.,"That adds intent the mechanism does not establish. The behavior can be shaped without giving the model human awareness, intent, or moral agency.",Every hallucination proves malicious agency.,moral agency,explicit-confusable,"Plausible because moral agency is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.5,hallucinations,Hallucinations,3,v02712-hallucinations-q3,boundary,3,v02712-hallucinations-q3-3-rag,false,Every unsupported answer is a successful RAG lookup.,"Retrieval and support must be checked. Search, retrieval, and evidence use are separate system steps, and they still need checking.",Every unsupported answer is a successful RAG lookup.,RAG,explicit-confusable,"Plausible because RAG is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.5,hallucinations,Hallucinations,3,v02712-hallucinations-q3,boundary,4,v02712-hallucinations-q3-4-probability,false,Every low-probability token is a hallucination.,"Hallucination is about support, not only token probability. Probability, permission, fluency, or confidence is not the same as truth.",Every low-probability token is a hallucination.,probability,explicit-confusable,"Plausible because probability is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.5,hallucinations,Hallucinations,4,v02712-hallucinations-q4,human-use-judgment,1,v02712-hallucinations-q4-correct,true,"Use relevant evidence, retrieval, constraints, and human review for important claims.","Insight strengthened. Risk can be reduced through system design and review, not wished away.",,,,
5,The Day Repeats,5.5,hallucinations,Hallucinations,4,v02712-hallucinations-q4,human-use-judgment,2,v02712-hallucinations-q4-2-confidence,false,Trust the answer whenever the tone is confident.,"Confidence in wording is not support. Probability, permission, fluency, or confidence is not the same as truth.",Trust the answer whenever the tone is confident.,confidence,explicit-confusable,"Plausible because confidence is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.5,hallucinations,Hallucinations,4,v02712-hallucinations-q4,human-use-judgment,3,v02712-hallucinations-q4-3-context,false,Remove all context so the model relies only on weights.,Relevant context can help; removing it is not a safeguard. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,Remove all context so the model relies only on weights.,context,explicit-confusable,"Plausible because context is nearby, but this choice preserves a misconception the card is designed to correct."
5,The Day Repeats,5.5,hallucinations,Hallucinations,4,v02712-hallucinations-q4,human-use-judgment,4,v02712-hallucinations-q4-4-scale,false,Assume larger models cannot hallucinate.,"Scale does not eliminate unsupported generation. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",Assume larger models cannot hallucinate.,scale,explicit-confusable,"Plausible because scale is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.1,how-ai-learns,How AI Learns,1,v02712-how-ai-learns-q1,application,1,v02712-how-ai-learns-q1-correct,true,Weights or adapter behavior that can affect future inference runs.,Insight strengthened. Fine-tuning is durable learning compared with temporary prompting.,,,,
6,Twilight: The Wider Landscape,6.1,how-ai-learns,How AI Learns,1,v02712-how-ai-learns-q1,application,2,v02712-how-ai-learns-q1-2-prompt,false,Only the current prompt context changes for one run.,"That describes prompting, not fine-tuning. Prompt and context can steer a current run without automatically becoming durable learning.",Only the current prompt context changes for one run.,prompt,explicit-confusable,"Plausible because prompt is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.1,how-ai-learns,How AI Learns,1,v02712-how-ai-learns-q1,application,3,v02712-how-ai-learns-q1-3-rag,false,Only a retrieved passage is inserted for one answer.,Retrieval adds context; it does not by itself train. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,Only a retrieved passage is inserted for one answer.,RAG,explicit-confusable,"Plausible because RAG is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.1,how-ai-learns,How AI Learns,1,v02712-how-ai-learns-q1,application,4,v02712-how-ai-learns-q1-4-sampling,false,Only sampling picks a different next token.,"Sampling is a generation-time choice, not durable adaptation. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.",Only sampling picks a different next token.,sampling,explicit-confusable,"Plausible because sampling is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.1,how-ai-learns,How AI Learns,2,v02712-how-ai-learns-q2,boundary,1,v02712-how-ai-learns-q2-correct,true,"Temporary context use, not durable weight change.",Good boundary. The model can adapt within the current context without permanently learning the policy.,,,,
6,Twilight: The Wider Landscape,6.1,how-ai-learns,How AI Learns,2,v02712-how-ai-learns-q2,boundary,2,v02712-how-ai-learns-q2-2-pretraining,false,Pretraining on the policy.,"Pretraining happens earlier across broad data. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",Pretraining on the policy.,pretraining,explicit-confusable,"Plausible because pretraining is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.1,how-ai-learns,How AI Learns,2,v02712-how-ai-learns-q2,boundary,3,v02712-how-ai-learns-q2-3-fine-tuning,false,Fine-tuning the model weights.,A pasted prompt alone usually does not update weights. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,Fine-tuning the model weights.,fine-tuning,explicit-confusable,"Plausible because fine-tuning is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.1,how-ai-learns,How AI Learns,2,v02712-how-ai-learns-q2,boundary,4,v02712-how-ai-learns-q2-4-model-checkpoint,false,A saved model checkpoint after training.,No checkpoint is saved by ordinary prompt use. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,A saved model checkpoint after training.,model checkpoint,explicit-confusable,"Plausible because model checkpoint is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.1,how-ai-learns,How AI Learns,3,v02712-how-ai-learns-q3,model-trace,1,v02712-how-ai-learns-q3-correct,true,Outside information in the current context.,Insight strengthened. Retrieval can make the answer better without becoming training.,,,,
6,Twilight: The Wider Landscape,6.1,how-ai-learns,How AI Learns,3,v02712-how-ai-learns-q3,model-trace,2,v02712-how-ai-learns-q3-2-memory,false,Permanent memory inside every future version of the model.,Retrieved information is temporary unless a separate system saves it. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,Permanent memory inside every future version of the model.,memory,explicit-confusable,"Plausible because memory is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.1,how-ai-learns,How AI Learns,3,v02712-how-ai-learns-q3,model-trace,3,v02712-how-ai-learns-q3-3-loss,false,Loss values for optimizer updates.,"That is training machinery, not ordinary RAG. The behavior can be shaped without giving the model human awareness, intent, or moral agency.",Loss values for optimizer updates.,loss,explicit-confusable,"Plausible because loss is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.1,how-ai-learns,How AI Learns,3,v02712-how-ai-learns-q3,model-trace,4,v02712-how-ai-learns-q3-4-alignment,false,Human moral judgment inside the model.,"Retrieved text is evidence, not conscience. The behavior can be shaped without giving the model human awareness, intent, or moral agency.",Human moral judgment inside the model.,alignment,explicit-confusable,"Plausible because alignment is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.1,how-ai-learns,How AI Learns,4,v02712-how-ai-learns-q4,boundary,1,v02712-how-ai-learns-q4-correct,true,Adapter training on task examples.,Good classification. Adapter training can create a reusable learned behavior.,,,,
6,Twilight: The Wider Landscape,6.1,how-ai-learns,How AI Learns,4,v02712-how-ai-learns-q4,boundary,2,v02712-how-ai-learns-q4-2-system-prompt,false,A one-time system instruction in the prompt.,"That steers the current run or product behavior, not necessarily weights. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.",A one-time system instruction in the prompt.,system prompt,explicit-confusable,"Plausible because system prompt is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.1,how-ai-learns,How AI Learns,4,v02712-how-ai-learns-q4,boundary,3,v02712-how-ai-learns-q4-3-retrieval,false,A citation retrieved into the context window.,"That is temporary input for inference. Search, retrieval, and evidence use are separate system steps, and they still need checking.",A citation retrieved into the context window.,retrieval,explicit-confusable,"Plausible because retrieval is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.1,how-ai-learns,How AI Learns,4,v02712-how-ai-learns-q4,boundary,4,v02712-how-ai-learns-q4-4-response-token,false,A sampled response token appended to the answer.,That grows context; it does not train the model. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,A sampled response token appended to the answer.,response token,explicit-confusable,"Plausible because response token is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.1,how-ai-learns,How AI Learns,5,v02712-how-ai-learns-q5,misconception-check,1,v02712-how-ai-learns-q5-correct,true,People may use it for temporary context behavior even when weights did not change.,Insight strengthened. Model literacy separates durable learning from temporary use.,,,,
6,Twilight: The Wider Landscape,6.1,how-ai-learns,How AI Learns,5,v02712-how-ai-learns-q5,misconception-check,2,v02712-how-ai-learns-q5-2-learning,false,Useful responses always prove permanent learning.,"Usefulness can come from context, retrieval, or existing weights. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.",Useful responses always prove permanent learning.,learning,explicit-confusable,"Plausible because learning is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.1,how-ai-learns,How AI Learns,5,v02712-how-ai-learns-q5,misconception-check,3,v02712-how-ai-learns-q5-3-training,false,Only humans can update behavior from examples.,"Models can be trained, but the mechanism differs from human learning. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",Only humans can update behavior from examples.,training,explicit-confusable,"Plausible because training is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.1,how-ai-learns,How AI Learns,5,v02712-how-ai-learns-q5,misconception-check,4,v02712-how-ai-learns-q5-4-validation,false,Every answer creates a new validation set.,"Validation examples are for testing, not every response. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",Every answer creates a new validation set.,validation,explicit-confusable,"Plausible because validation is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.2,diffusion,Diffusion vs Autoregression,1,v02712-diffusion-q1,boundary,1,v02712-diffusion-q1-correct,true,Autoregressive LLMs and diffusion models are different generative methods.,"Insight strengthened. Generative AI is a family, not one mechanism.",,,,
6,Twilight: The Wider Landscape,6.2,diffusion,Diffusion vs Autoregression,1,v02712-diffusion-q1,boundary,2,v02712-diffusion-q1-2-llm,false,Diffusion models are just larger LLMs using the same token loop.,Diffusion is a different generation process. That swaps this mechanism with a nearby model step; keep the stage boundary clear.,Diffusion models are just larger LLMs using the same token loop.,LLM,explicit-confusable,"Plausible because LLM is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.2,diffusion,Diffusion vs Autoregression,1,v02712-diffusion-q1,boundary,3,v02712-diffusion-q1-3-diffusion-model,false,LLMs generate images by denoising pixels in the same way.,"Text LLM generation is usually autoregressive. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",LLMs generate images by denoising pixels in the same way.,diffusion model,explicit-confusable,"Plausible because diffusion model is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.2,diffusion,Diffusion vs Autoregression,1,v02712-diffusion-q1,boundary,4,v02712-diffusion-q1-4-consciousness,false,Both methods prove the system understands like a human.,"Generation method does not imply human awareness. The behavior can be shaped without giving the model human awareness, intent, or moral agency.",Both methods prove the system understands like a human.,consciousness,explicit-confusable,"Plausible because consciousness is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.2,diffusion,Diffusion vs Autoregression,2,v02712-diffusion-q2,mechanism,1,v02712-diffusion-q2-correct,true,Start with noise and iteratively denoise toward an output.,"Good mechanism. Diffusion is a denoising process, not next-token append/repeat.",,,,
