repair_id,priority,question_id,status,issue_flags,notes
R081,medium,v02712-collective-intelligence-q1,wrong-feedback-revised,thin_wrong_feedback,"v02712-collective-intelligence-q1-3-prompt: The prompt matters, but learned patterns came from earlier data. Prompt and context can steer a current run without automatically becoming durable learning."
R081,medium,v02712-collective-intelligence-q1,wrong-feedback-revised,thin_wrong_feedback,v02712-collective-intelligence-q1-4-memory: Training is not a perfect source archive. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.
R082,high,v02712-collective-intelligence-q2,wrong-feedback-revised,possible_correct_answer_length_bias,"v02712-collective-intelligence-q2-2-intent: The issue is real even without human-like intent. The behavior can be shaped without giving the model human awareness, intent, or moral agency."
R082,high,v02712-collective-intelligence-q2,wrong-feedback-revised,possible_correct_answer_length_bias,"v02712-collective-intelligence-q2-3-memorization: Outputs often reflect patterns, not direct retrieval. Search, retrieval, and evidence use are separate system steps, and they still need checking."
R082,high,v02712-collective-intelligence-q2,wrong-feedback-revised,possible_correct_answer_length_bias,v02712-collective-intelligence-q2-4-context: Current context still shapes the answer during inference. Prompt and context can steer a current run without automatically becoming durable learning.
R083,high,v02712-collective-intelligence-q3,wrong-feedback-revised,possible_correct_answer_length_bias; possibly_obvious_distractor; thin_wrong_feedback,"v02712-collective-intelligence-q3-2-pretraining: Pretraining happened before use; search is a separate system action. Search, retrieval, and evidence use are separate system steps, and they still need checking."
R083,high,v02712-collective-intelligence-q3,wrong-feedback-revised,possible_correct_answer_length_bias; possibly_obvious_distractor; thin_wrong_feedback,v02712-collective-intelligence-q3-3-truth: Training data can contain errors and biases. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.
R083,high,v02712-collective-intelligence-q3,wrong-feedback-revised,possible_correct_answer_length_bias; possibly_obvious_distractor; thin_wrong_feedback,"v02712-collective-intelligence-q3-4-moral-agency: Humans and institutions remain accountable for deployment choices. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R084,high,v02712-costs-we-must-count-q1,wrong-feedback-revised,possible_correct_answer_length_bias,"v02712-costs-we-must-count-q1-2-inference-cost: Per-use cost matters, but it is not the whole deployment cost. Prompt and context can steer a current run without automatically becoming durable learning."
R084,high,v02712-costs-we-must-count-q1,wrong-feedback-revised,possible_correct_answer_length_bias,"v02712-costs-we-must-count-q1-3-training-cost: Repeated inference and institutional operations also cost money and labor. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R084,high,v02712-costs-we-must-count-q1,wrong-feedback-revised,possible_correct_answer_length_bias,"v02712-costs-we-must-count-q1-4-digital-cost: Digital systems still use energy, infrastructure, data, and people. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R085,medium,v02712-costs-we-must-count-q2,wrong-feedback-revised,thin_wrong_feedback,v02712-costs-we-must-count-q2-2-inference: Running the model still takes resources. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.
R085,medium,v02712-costs-we-must-count-q2,wrong-feedback-revised,thin_wrong_feedback,v02712-costs-we-must-count-q2-3-weight-update: Ordinary inference usually does not update weights. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.
R085,medium,v02712-costs-we-must-count-q2,wrong-feedback-revised,thin_wrong_feedback,"v02712-costs-we-must-count-q2-4-prompt-token: Input and output processing both use resources. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R086,medium,v02712-costs-we-must-count-q3,question-stem-revised,generic_stem_needs_mechanism; thin_wrong_feedback,"Stem revised to stand alone and name the mechanism: A product is called digital, so someone assumes it is weightless. What costs does that hide?"
R086,medium,v02712-costs-we-must-count-q3,wrong-feedback-revised,generic_stem_needs_mechanism; thin_wrong_feedback,"v02712-costs-we-must-count-q3-2-benefit: Benefits can be real while costs still need counting. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R086,medium,v02712-costs-we-must-count-q3,wrong-feedback-revised,generic_stem_needs_mechanism; thin_wrong_feedback,"v02712-costs-we-must-count-q3-3-energy: Environmental costs matter, but labor, privacy, and governance matter too. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R086,medium,v02712-costs-we-must-count-q3,wrong-feedback-revised,generic_stem_needs_mechanism; thin_wrong_feedback,v02712-costs-we-must-count-q3-4-governance: Scale and context affect the review needed. Prompt and context can steer a current run without automatically becoming durable learning.
R087,high,v02712-costs-we-must-count-q4,wrong-feedback-revised,possible_correct_answer_length_bias,"v02712-costs-we-must-count-q4-2-risk: Responsible evaluation compares benefits, costs, and alternatives. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R087,high,v02712-costs-we-must-count-q4,wrong-feedback-revised,possible_correct_answer_length_bias,"v02712-costs-we-must-count-q4-3-hype: Impressive demos still need deployment accounting. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R087,high,v02712-costs-we-must-count-q4,wrong-feedback-revised,possible_correct_answer_length_bias,v02712-costs-we-must-count-q4-4-training: Cost counting is a human governance practice. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.
R088,medium,v02712-risk-myth-q1,wrong-feedback-revised,thin_wrong_feedback,"v02712-risk-myth-q1-2-softmax: Softmax converts scores to probabilities; it is not file access. Search, retrieval, and evidence use are separate system steps, and they still need checking."
R088,medium,v02712-risk-myth-q1,wrong-feedback-revised,thin_wrong_feedback,"v02712-risk-myth-q1-3-consciousness: Risk does not require consciousness. The behavior can be shaped without giving the model human awareness, intent, or moral agency."
R088,medium,v02712-risk-myth-q1,wrong-feedback-revised,thin_wrong_feedback,"v02712-risk-myth-q1-4-truth: Private input does not guarantee accurate output. Probability, permission, fluency, or confidence is not the same as truth."
UNFLAGGED,review,v02712-risk-myth-q2,wrong-feedback-revised,,"v02712-risk-myth-q2-2-moral-agency: Risk assessment should start with system behavior and governance. The behavior can be shaped without giving the model human awareness, intent, or moral agency."
UNFLAGGED,review,v02712-risk-myth-q2,wrong-feedback-revised,,"v02712-risk-myth-q2-3-memory: Retention depends on system design and policy, not magic memory. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior."
UNFLAGGED,review,v02712-risk-myth-q2,wrong-feedback-revised,,"v02712-risk-myth-q2-4-myth: Practical risks can be immediate and ordinary. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R089,medium,v02712-risk-myth-q3,wrong-feedback-revised,thin_wrong_feedback,"v02712-risk-myth-q3-2-intent: That imports human motives into the mechanism. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R089,medium,v02712-risk-myth-q3,wrong-feedback-revised,thin_wrong_feedback,"v02712-risk-myth-q3-3-harm: Unsupported output can still cause real harm. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R089,medium,v02712-risk-myth-q3,wrong-feedback-revised,thin_wrong_feedback,"v02712-risk-myth-q3-4-grounding: Citation format needs evidence checking. Search, retrieval, and evidence use are separate system steps, and they still need checking."
R090,high,v02712-risk-myth-q4,wrong-feedback-revised,possible_correct_answer_length_bias,"v02712-risk-myth-q4-2-myth: Fearmongering can hide the real controls people need. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R090,high,v02712-risk-myth-q4,wrong-feedback-revised,possible_correct_answer_length_bias,"v02712-risk-myth-q4-3-consciousness: Non-conscious systems can still create real harms. The behavior can be shaped without giving the model human awareness, intent, or moral agency."
R090,high,v02712-risk-myth-q4,wrong-feedback-revised,possible_correct_answer_length_bias,"v02712-risk-myth-q4-4-scale: Better models still need policy, evaluation, and review. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R091,high,v02712-benefits-worth-taking-seriously-q1,wrong-feedback-revised,possible_correct_answer_length_bias; thin_wrong_feedback,v02712-benefits-worth-taking-seriously-q1-2-automation: Speed does not remove accountability or context. Prompt and context can steer a current run without automatically becoming durable learning.
R091,high,v02712-benefits-worth-taking-seriously-q1,wrong-feedback-revised,possible_correct_answer_length_bias; thin_wrong_feedback,"v02712-benefits-worth-taking-seriously-q1-3-accessibility: Access can improve, but quality and bias still need review. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R091,high,v02712-benefits-worth-taking-seriously-q1,wrong-feedback-revised,possible_correct_answer_length_bias; thin_wrong_feedback,"v02712-benefits-worth-taking-seriously-q1-4-consciousness: Usefulness does not require a mind. The behavior can be shaped without giving the model human awareness, intent, or moral agency."
R092,high,v02712-benefits-worth-taking-seriously-q2,wrong-feedback-revised,possible_correct_answer_length_bias; thin_wrong_feedback,"v02712-benefits-worth-taking-seriously-q2-2-prompt: Prompts matter, but learned weights and tools also matter. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior."
R092,high,v02712-benefits-worth-taking-seriously-q2,wrong-feedback-revised,possible_correct_answer_length_bias; thin_wrong_feedback,v02712-benefits-worth-taking-seriously-q2-3-fine-tuning: Most use does not retrain after each prompt. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.
R092,high,v02712-benefits-worth-taking-seriously-q2,wrong-feedback-revised,possible_correct_answer_length_bias; thin_wrong_feedback,"v02712-benefits-worth-taking-seriously-q2-4-hallucination: Useful assistance should be checked and grounded when needed. Probability, permission, fluency, or confidence is not the same as truth."
R093,high,v02712-benefits-worth-taking-seriously-q3,question-stem-revised,generic_stem_needs_mechanism; possible_correct_answer_length_bias,Stem revised to stand alone and name the mechanism: A team names real AI benefits while still checking limits and costs. Which misconception does that avoid?
R093,high,v02712-benefits-worth-taking-seriously-q3,wrong-feedback-revised,generic_stem_needs_mechanism; possible_correct_answer_length_bias,"v02712-benefits-worth-taking-seriously-q3-2-costs: Benefits and costs should be considered together. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R093,high,v02712-benefits-worth-taking-seriously-q3,wrong-feedback-revised,generic_stem_needs_mechanism; possible_correct_answer_length_bias,"v02712-benefits-worth-taking-seriously-q3-3-risk: Responsible judgment can include useful applications. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R093,high,v02712-benefits-worth-taking-seriously-q3,wrong-feedback-revised,generic_stem_needs_mechanism; possible_correct_answer_length_bias,"v02712-benefits-worth-taking-seriously-q3-4-truth: Usefulness still needs evaluation and review. Probability, permission, fluency, or confidence is not the same as truth."
R094,medium,v02712-human-centered-ai-q1,wrong-feedback-revised,thin_wrong_feedback,"v02712-human-centered-ai-q1-2-automation: Confidence is not accountability. Probability, permission, fluency, or confidence is not the same as truth."
R094,medium,v02712-human-centered-ai-q1,wrong-feedback-revised,thin_wrong_feedback,"v02712-human-centered-ai-q1-3-guardrail: Guardrails can help, but they do not carry human responsibility. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R094,medium,v02712-human-centered-ai-q1,wrong-feedback-revised,thin_wrong_feedback,"v02712-human-centered-ai-q1-4-prompt: Prompting does not create conscience. The behavior can be shaped without giving the model human awareness, intent, or moral agency."
R095,high,v02712-human-centered-ai-q2,question-stem-revised,mixed_choice_length; possible_correct_answer_length_bias; thin_wrong_feedback,Stem revised to stand alone and name the mechanism: A team writes a careful system prompt for advising support. Why does that alone not make the system human-centered?
R095,high,v02712-human-centered-ai-q2,wrong-feedback-revised,mixed_choice_length; possible_correct_answer_length_bias; thin_wrong_feedback,v02712-human-centered-ai-q2-2-prompt: Prompting usually changes temporary context. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.
R095,high,v02712-human-centered-ai-q2,wrong-feedback-revised,mixed_choice_length; possible_correct_answer_length_bias; thin_wrong_feedback,"v02712-human-centered-ai-q2-3-grounding: Verification needs evidence and process. Search, retrieval, and evidence use are separate system steps, and they still need checking."
R095,high,v02712-human-centered-ai-q2,wrong-feedback-revised,mixed_choice_length; possible_correct_answer_length_bias; thin_wrong_feedback,"v02712-human-centered-ai-q2-4-human-centered-ai: That reverses the point of human-centered design. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
UNFLAGGED,review,v02712-human-centered-ai-q3,wrong-feedback-revised,,"v02712-human-centered-ai-q3-2-automation: High stakes call for oversight, not blind delegation. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
UNFLAGGED,review,v02712-human-centered-ai-q3,wrong-feedback-revised,,"v02712-human-centered-ai-q3-3-consciousness: People remain responsible for system design and use. The behavior can be shaped without giving the model human awareness, intent, or moral agency."
UNFLAGGED,review,v02712-human-centered-ai-q3,wrong-feedback-revised,,"v02712-human-centered-ai-q3-4-rag: Retrieval can help, but decisions still need judgment. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R096,medium,v02712-human-centered-ai-q4,wrong-feedback-revised,thin_wrong_feedback,"v02712-human-centered-ai-q4-2-risk: Human-centered work uses risk literacy. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R096,medium,v02712-human-centered-ai-q4,wrong-feedback-revised,thin_wrong_feedback,"v02712-human-centered-ai-q4-3-scale: Model size does not replace governance. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R096,medium,v02712-human-centered-ai-q4,wrong-feedback-revised,thin_wrong_feedback,"v02712-human-centered-ai-q4-4-benefit: Human-centered use can include AI assistance with accountability. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R097,medium,v02712-better-ai-choice-q1,wrong-feedback-revised,thin_wrong_feedback,"v02712-better-ai-choice-q1-2-prompt: A prompt can help, but evaluation and review still matter. Prompt and context can steer a current run without automatically becoming durable learning."
R097,medium,v02712-better-ai-choice-q1,wrong-feedback-revised,thin_wrong_feedback,"v02712-better-ai-choice-q1-3-scale: Scale does not replace governance. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R097,medium,v02712-better-ai-choice-q1,wrong-feedback-revised,thin_wrong_feedback,"v02712-better-ai-choice-q1-4-rag: Evidence-sensitive tasks often need grounded context. Search, retrieval, and evidence use are separate system steps, and they still need checking."
R098,high,v02712-better-ai-choice-q2,wrong-feedback-revised,possible_correct_answer_length_bias; thin_wrong_feedback,v02712-better-ai-choice-q2-2-sampling: That is a temporary generation outcome. That swaps this mechanism with a nearby model step; keep the stage boundary clear.
R098,high,v02712-better-ai-choice-q2,wrong-feedback-revised,possible_correct_answer_length_bias; thin_wrong_feedback,v02712-better-ai-choice-q2-3-prompt: A prompt can steer one run but may not durably shape the system. Prompt and context can steer a current run without automatically becoming durable learning.
R098,high,v02712-better-ai-choice-q2,wrong-feedback-revised,possible_correct_answer_length_bias; thin_wrong_feedback,"v02712-better-ai-choice-q2-4-interface: Interface matters for use, but this answer asks about durable behavior shaping. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior."
R099,medium,v02712-better-ai-choice-q3,wrong-feedback-revised,thin_wrong_feedback,"v02712-better-ai-choice-q3-2-risk: Review and design can reduce harms. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R099,medium,v02712-better-ai-choice-q3,wrong-feedback-revised,thin_wrong_feedback,"v02712-better-ai-choice-q3-3-benefit: Useful systems still need governance. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R099,medium,v02712-better-ai-choice-q3,wrong-feedback-revised,thin_wrong_feedback,"v02712-better-ai-choice-q3-4-softmax: Many choices are human, institutional, and design-level. That swaps this mechanism with a nearby model step; keep the stage boundary clear."
R100,high,v02712-better-ai-choice-q4,wrong-feedback-revised,possible_correct_answer_length_bias; thin_wrong_feedback,"v02712-better-ai-choice-q4-2-moral-agency: Models do not carry human accountability. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R100,high,v02712-better-ai-choice-q4,wrong-feedback-revised,possible_correct_answer_length_bias; thin_wrong_feedback,"v02712-better-ai-choice-q4-3-interface: Human-centered design should make limits legible. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R100,high,v02712-better-ai-choice-q4,wrong-feedback-revised,possible_correct_answer_length_bias; thin_wrong_feedback,v02712-better-ai-choice-q4-4-fine-tuning: Feedback needs process before it becomes training. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.
R101,medium,v02712-effective-prompting-literacy-q1,wrong-feedback-revised,thin_wrong_feedback,v02712-effective-prompting-literacy-q1-2-fine-tuning: Prompting usually does not update weights. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.
R101,medium,v02712-effective-prompting-literacy-q1,wrong-feedback-revised,thin_wrong_feedback,"v02712-effective-prompting-literacy-q1-3-truth: A prompt cannot create evidence that is not available. Search, retrieval, and evidence use are separate system steps, and they still need checking."
R101,medium,v02712-effective-prompting-literacy-q1,wrong-feedback-revised,thin_wrong_feedback,"v02712-effective-prompting-literacy-q1-4-rag: Access depends on connected tools and permissions. Search, retrieval, and evidence use are separate system steps, and they still need checking."
R102,high,v02712-effective-prompting-literacy-q2,wrong-feedback-revised,possible_correct_answer_length_bias; thin_wrong_feedback,v02712-effective-prompting-literacy-q2-2-training: Durable teaching requires training or adaptation. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.
R102,high,v02712-effective-prompting-literacy-q2,wrong-feedback-revised,possible_correct_answer_length_bias; thin_wrong_feedback,"v02712-effective-prompting-literacy-q2-3-truth: Truth still depends on evidence and review. Search, retrieval, and evidence use are separate system steps, and they still need checking."
R102,high,v02712-effective-prompting-literacy-q2,wrong-feedback-revised,possible_correct_answer_length_bias; thin_wrong_feedback,"v02712-effective-prompting-literacy-q2-4-consciousness: Prompt responsiveness is not awareness. The behavior can be shaped without giving the model human awareness, intent, or moral agency."
R103,high,v02712-effective-prompting-literacy-q3,wrong-feedback-revised,possible_correct_answer_length_bias; thin_wrong_feedback,"v02712-effective-prompting-literacy-q3-2-web-search: Search requires a connected tool or retrieval system. Search, retrieval, and evidence use are separate system steps, and they still need checking."
R103,high,v02712-effective-prompting-literacy-q3,wrong-feedback-revised,possible_correct_answer_length_bias; thin_wrong_feedback,v02712-effective-prompting-literacy-q3-3-fine-tuning: Ordinary prompting is not self-training. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.
R103,high,v02712-effective-prompting-literacy-q3,wrong-feedback-revised,possible_correct_answer_length_bias; thin_wrong_feedback,"v02712-effective-prompting-literacy-q3-4-citation: Citation shape must be checked against real sources. Search, retrieval, and evidence use are separate system steps, and they still need checking."
R104,high,v02712-effective-prompting-literacy-q4,wrong-feedback-revised,possible_correct_answer_length_bias,"v02712-effective-prompting-literacy-q4-2-accountability: Humans remain responsible for use and decisions. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R104,high,v02712-effective-prompting-literacy-q4,wrong-feedback-revised,possible_correct_answer_length_bias,"v02712-effective-prompting-literacy-q4-3-risk: Better prompts do not erase deployment questions. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R104,high,v02712-effective-prompting-literacy-q4,wrong-feedback-revised,possible_correct_answer_length_bias,"v02712-effective-prompting-literacy-q4-4-response-token: Generated tokens are appended in context, not automatically trained into weights. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior."
R105,high,v02712-model-literate-synthesis-q1,wrong-feedback-revised,possible_correct_answer_length_bias,"v02712-model-literate-synthesis-q1-2-consciousness: That skips the next-token mechanism and adds awareness. The behavior can be shaped without giving the model human awareness, intent, or moral agency."
R105,high,v02712-model-literate-synthesis-q1,wrong-feedback-revised,possible_correct_answer_length_bias,"v02712-model-literate-synthesis-q1-3-training: Prompting usually changes context, not durable weights. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior."
R105,high,v02712-model-literate-synthesis-q1,wrong-feedback-revised,possible_correct_answer_length_bias,"v02712-model-literate-synthesis-q1-4-grounding: Those are different parts of a system and generation process. Probability, permission, fluency, or confidence is not the same as truth."
R106,high,v02712-model-literate-synthesis-q2,wrong-feedback-revised,mixed_choice_length; possible_correct_answer_length_bias,v02712-model-literate-synthesis-q2-2-memory: Usefulness during a run does not imply durable storage. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.
R106,high,v02712-model-literate-synthesis-q2,wrong-feedback-revised,mixed_choice_length; possible_correct_answer_length_bias,"v02712-model-literate-synthesis-q2-3-rag: Retrieval supplies context; fine-tuning changes learned behavior. Search, retrieval, and evidence use are separate system steps, and they still need checking."
R106,high,v02712-model-literate-synthesis-q2,wrong-feedback-revised,mixed_choice_length; possible_correct_answer_length_bias,"v02712-model-literate-synthesis-q2-4-truth: Generated text still needs evidence and review. Search, retrieval, and evidence use are separate system steps, and they still need checking."
R107,high,v02712-model-literate-synthesis-q3,wrong-feedback-revised,possible_correct_answer_length_bias; thin_wrong_feedback,"v02712-model-literate-synthesis-q3-2-understanding: Fluency is not wisdom or awareness. The behavior can be shaped without giving the model human awareness, intent, or moral agency."
R107,high,v02712-model-literate-synthesis-q3,wrong-feedback-revised,possible_correct_answer_length_bias; thin_wrong_feedback,"v02712-model-literate-synthesis-q3-3-intent: Unsupported output does not prove intent. The behavior can be shaped without giving the model human awareness, intent, or moral agency."
R107,high,v02712-model-literate-synthesis-q3,wrong-feedback-revised,possible_correct_answer_length_bias; thin_wrong_feedback,"v02712-model-literate-synthesis-q3-4-probability: High-probability tokens can still be unsupported. Probability, permission, fluency, or confidence is not the same as truth."
R108,high,v02712-model-literate-synthesis-q4,question-stem-revised,mixed_choice_length; possible_correct_answer_length_bias,Stem revised to stand alone and name the mechanism: Why does following one prompt across the whole day help final synthesis?
R108,high,v02712-model-literate-synthesis-q4,wrong-feedback-revised,mixed_choice_length; possible_correct_answer_length_bias,v02712-model-literate-synthesis-q4-2-training: The Journey separates durable learning from temporary inference. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.
R108,high,v02712-model-literate-synthesis-q4,wrong-feedback-revised,mixed_choice_length; possible_correct_answer_length_bias,"v02712-model-literate-synthesis-q4-3-risk: Mechanics clarify real risks as well as myths. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R108,high,v02712-model-literate-synthesis-q4,wrong-feedback-revised,mixed_choice_length; possible_correct_answer_length_bias,"v02712-model-literate-synthesis-q4-4-human-review: Judgment matters throughout use and deployment. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing."
R109,high,v02712-model-literate-synthesis-q5,wrong-feedback-revised,possible_correct_answer_length_bias,"v02712-model-literate-synthesis-q5-2-consciousness: Mind language can mislead when it hides the mechanism. The behavior can be shaped without giving the model human awareness, intent, or moral agency."
R109,high,v02712-model-literate-synthesis-q5,wrong-feedback-revised,possible_correct_answer_length_bias,"v02712-model-literate-synthesis-q5-3-database: They generate tokens from weights and context, sometimes with retrieval. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior."
R109,high,v02712-model-literate-synthesis-q5,wrong-feedback-revised,possible_correct_answer_length_bias,v02712-model-literate-synthesis-q5-4-risk: Reducing myths should sharpen attention to real risks. That swaps this mechanism with a nearby model step; keep the stage boundary clear.
